name ra  dec
S1581 278.26031 40.72122 31.6
S1582 229.83902 6.25408 18.7
S1583 207.37778 27.00184 28.7
S1584 263.56894 8.59537 4.3
S1585 262.77005 9.11193 7.3
S1586 262.90509 9.01752 20.2
S1587 262.64618 9.20677 27.6
S1588 262.46139 6.97778 7.2
S1589 262.82465 6.93188 8.1
S1590 261.38791 8.07558 8.4
S1591 263.22037 7.22777 14.5
S1592 262.25238 8.07018 11.4
S1593 261.49203 8.48142 23.5
S1594 262.056 8.21105 8.4
S1595 262.40189 7.03637 33.6
S1596 261.43402 7.48271 18.7
S1597 263.19598 8.79549 13.1
S1598 262.59836 7.13847 8.3
S1599 262.67999 6.94993 15.6
S1600 261.48257 8.42031 7.6
S1601 261.44012 8.48118 8.7
S1602 262.70953 7.89494 13.2
S1603 261.53366 9.04905 9.2
S1604 263.83328 7.75207 8.3
S1605 262.37234 8.93218 7.6
S1606 262.18646 9.51308 14.8
S1607 263.33755 8.97716 13.3
S1608 262.35287 8.16126 11.1
S1609 263.34857 7.62978 12.8
S1610 229.85445 7.74121 13.9
S1611 262.22824 8.96621 19.4
S1612 263.65918 8.3368 4.9
S1613 261.23587 7.40078 15.2
S1614 261.55252 7.1951 36.4
S1615 262.06189 7.08749 13.4
S1616 261.18805 8.02841 11.6
S1617 262.26196 8.79752 11.1
S1618 262.35254 7.42851 4.6
S1619 263.85727 7.68787 16.9
S1620 261.57931 9.20888 37.7
S1621 263.23672 7.79159 10.3
S1622 261.94958 9.37315 17.6
S1623 262.94849 8.45788 25.8
S1624 262.41132 8.25445 16.7
S1625 261.64618 8.69189 17.1
S1626 262.30746 7.82054 11.9
S1627 262.66434 7.61955 9.4
S1628 261.80786 8.04311 8.0
S1629 261.2175 8.38538 6.3
S1630 262.93637 7.07306 6.1
S1631 261.98569 7.05855 6.1
S1632 262.16275 7.4578 8.8
S1633 261.36175 7.75033 22.2
S1634 261.49585 7.86938 8.5
S1635 263.08871 7.94658 8.8
S1636 263.68271 7.28588 11.9
S1637 262.48883 7.67237 26.0
S1638 261.31827 8.34342 19.2
S1639 261.44052 8.25838 23.2
S1640 261.31787 7.90681 11.5
S1641 261.87991 7.63367 17.2
S1642 204.75851 10.00899 44.0
S1643 204.7727 8.61441 54.0
S1644 205.33484 10.32147 47.6
S1645 206.10536 9.56195 32.3
S1646 204.12666 8.98846 49.7
S1647 205.80518 8.83437 43.3
S1648 204.989 9.95656 36.2
S1649 205.39127 8.71389 48.8
S1650 205.7186 9.63727 59.8
S1651 204.15977 10.07844 41.3
S1652 206.31531 9.88953 62.6
S1653 204.49647 10.46191 24.7
S1654 253.18353 24.2465 18.8
S1655 252.47635 23.0566 13.0
S1656 252.50014 25.10389 17.9
S1657 254.15909 23.03338 6.2
S1658 253.76025 24.68348 19.3
S1659 253.23196 23.56436 8.4
S1660 253.43809 23.13648 17.2
S1661 253.45111 23.22015 7.4
S1662 252.35568 24.48386 13.0
S1663 254.28011 24.47201 11.8
S1664 253.06641 25.36858 20.8
S1665 253.3643 23.06478 9.6
S1666 254.30492 24.55963 21.7
S1667 252.48192 23.43403 8.8
S1668 251.94049 23.26267 6.7
S1669 190.56494 -3.49757 27.8
S1670 191.66093 -1.26695 28.8
S1671 190.21954 -2.03789 27.4
S1672 190.72542 -2.44587 35.4
S1673 240.87054 6.51331 10.1
S1674 241.92592 6.73264 7.5
S1675 242.44243 6.20206 10.1
S1676 241.87486 6.36199 11.8
S1677 241.5433 5.64148 12.1
S1678 241.19052 6.15077 23.5
S1679 241.158 6.1691 12.0
S1680 240.41293 6.2931 12.4
S1681 241.71533 5.86523 6.3
S1682 240.35609 6.09031 9.1
S1683 240.9996 6.69467 10.9
S1684 241.23448 4.94346 7.1
S1685 241.73851 4.90321 8.6
S1686 241.47241 4.97232 4.7
S1687 241.92334 5.05453 10.8
S1688 242.47549 4.8918 7.7
S1689 218.31883 8.55837 25.1
S1690 218.33577 9.43894 6.0
S1691 216.99182 8.14417 10.1
S1692 216.16234 7.97094 10.2
S1693 216.18713 9.15033 11.7
S1694 264.67584 65.00951 44.1
S1695 263.30945 63.45974 44.1
S1696 263.85513 65.41791 40.8
S1697 262.73459 65.50881 36.7
S1698 217.45303 45.9206 34.9
S1699 218.09872 45.05261 60.0
S1700 218.05067 43.94167 54.2
S1701 217.89003 46.33457 44.3
S1702 192.56094 9.95887 46.8
S1703 194.2054 9.99853 32.2
S1704 192.41495 8.75467 52.4
S1705 194.09047 10.52594 46.8
S1706 193.29539 10.67853 27.6
S1707 192.5265 10.60329 39.5
S1708 234.58235 15.3837 39.4
S1709 232.56132 15.14506 23.4
S1710 259.53937 31.53747 12.3
S1711 234.80304 15.67356 12.5
S1712 233.24004 13.99955 39.5
S1713 239.84785 4.14807 24.4
S1714 238.3398 3.76319 5.2
S1715 239.44868 4.63768 6.3
S1716 233.98733 14.31186 26.2
S1717 240.0126 4.35148 24.1
S1718 237.97938 3.56854 6.0
S1719 233.4062 15.96795 48.7
S1720 214.11299 37.52633 75.9
S1721 213.65659 35.95765 33.3
S1722 255.90146 36.67294 9.0
S1723 192.91269 9.65058 9.8
S1724 206.88832 17.78601 31.1
S1725 193.68214 9.69748 11.1
S1726 206.40662 18.96271 27.5
S1727 246.4695 17.69228 23.9
S1728 192.04285 9.79291 5.1
S1729 192.16034 9.8652 19.1
S1730 193.92729 9.40652 5.5
S1731 192.66067 9.30248 9.8
S1732 192.52624 9.42547 8.3
S1733 206.22469 19.0169 34.1
S1734 193.68753 9.25855 24.3
S1735 192.44699 10.65144 21.1
S1736 206.92876 19.88687 59.8
S1737 193.33009 10.7313 21.9
S1738 247.1421 17.99881 8.7
S1739 246.01254 19.53632 8.7
S1740 245.07268 19.49329 26.5
S1741 245.3437 19.82806 20.3
S1742 246.93527 17.79592 23.6
S1743 191.91136 10.35172 8.4
S1744 246.08656 17.83687 8.8
S1745 244.86394 17.65937 15.6
S1746 244.93394 17.54216 26.9
S1747 256.69705 36.42535 26.6
S1748 245.11214 18.52676 26.4
S1749 245.86571 18.81227 15.4
S1750 258.41565 35.54743 10.6
S1751 243.36981 18.70307 10.0
S1752 243.98364 17.77172 15.2
S1753 244.49499 18.40373 15.1
S1754 190.59831 -3.54517 5.3
S1755 191.46162 -2.90606 14.5
S1756 191.60678 -2.94941 16.8
S1757 191.89598 -3.36539 22.9
S1758 248.48666 11.85182 13.6
S1759 191.39246 -2.10027 25.7
S1760 192.06445 -2.24731 9.2
S1761 190.05116 -2.53106 23.1
S1762 192.21594 -2.63288 12.5
S1763 189.77768 -2.87233 18.1
S1764 249.05727 12.0567 15.2
S1765 249.4669 11.94172 27.7
S1766 249.38496 11.32193 26.1
S1767 191.75655 -3.64526 19.0
S1768 243.90073 17.85143 7.6
S1769 199.7121 39.5383 56.5
S1770 241.02689 19.15015 25.0
S1771 197.19933 40.43382 35.4
S1772 242.29436 19.72057 11.2
S1773 240.56001 19.39612 15.3
S1774 240.57793 19.13927 18.4
S1775 240.92287 20.19904 14.4
S1776 172.89639 -7.7016 9.1
S1777 173.22284 -7.19874 15.8
S1778 172.4389 -6.13721 20.6
S1779 172.75662 -8.78572 8.5
S1780 173.41127 -7.89169 6.7
S1781 171.74074 -7.14125 20.0
S1782 172.53145 -7.67066 18.1
S1783 172.17665 -6.81549 14.8
S1784 172.13176 -7.84934 7.2
S1785 172.83021 -6.75852 20.1
S1786 171.57109 -8.50817 7.9
S1787 194.36185 20.23853 50.5
S1788 242.60915 10.39365 11.5
S1789 241.66692 9.84763 17.5
S1790 241.84547 10.78246 9.4
S1791 195.81006 19.00977 43.7
S1792 242.00134 11.07773 10.3
S1793 194.92596 19.17902 35.3
S1794 243.23758 8.91082 9.0
S1795 242.338 8.9701 14.7
S1796 242.27994 10.06549 14.3
S1797 195.28326 20.61133 37.7
S1798 243.11728 10.58995 22.5
S1799 194.23001 20.55899 33.3
S1800 242.15686 10.4858 12.8
S1801 243.02444 9.99389 12.7
S1802 205.2774 10.09115 11.9
S1803 206.55264 9.39757 17.4
S1804 171.76495 -6.33319 48.9
S1805 205.61949 10.35299 20.1
S1806 206.21857 8.88043 18.9
S1807 204.36822 9.92653 13.3
S1808 205.52998 9.70007 16.5
S1809 206.01643 9.03283 21.6
S1810 205.29205 9.00034 17.3
S1811 205.55957 9.10334 13.7
S1812 205.5412 8.98148 6.8
S1813 203.95319 9.13671 18.7
S1814 173.28575 -6.81364 47.2
S1815 173.05788 -6.49007 40.0
S1816 205.97263 8.15051 18.1
S1817 206.85458 18.61968 16.4
S1818 216.48769 44.17556 12.9
S1819 206.80238 19.42361 20.7
S1820 206.01775 18.09161 9.1
S1821 207.98547 18.18331 20.8
S1822 208.06158 17.7594 14.8
S1823 206.01839 18.71642 5.9
S1824 208.04529 18.91943 11.8
S1825 217.81691 44.99493 18.8
S1826 206.95712 18.19545 5.5
S1827 207.90341 18.92516 8.6
S1828 206.60968 18.51679 18.2
S1829 216.91896 46.31961 22.6
S1830 212.23897 36.63259 12.5
S1831 211.81456 36.41376 13.2
S1832 213.98805 37.28283 9.9
S1833 212.73721 35.96682 21.4
S1834 205.40959 28.49847 10.2
S1835 205.56001 28.16144 10.5
S1836 205.32857 28.03231 10.1
S1837 205.68053 28.47108 9.8
S1838 205.33273 28.39962 11.3
S1839 205.52798 28.62394 10.3
S1840 205.61186 28.81344 18.8
S1841 205.36629 28.40831 10.2
S1842 204.78117 65.70735 8.6
S1843 203.75734 66.25341 8.6
S1844 201.50291 67.56853 6.0
S1845 201.89032 66.54897 12.1
S1846 204.5732 65.88259 12.2
S1847 204.61703 67.44656 8.7
S1848 246.51987 9.65166 8.1
S1849 246.59329 11.16365 20.7
S1850 245.72443 10.40776 7.1
S1851 239.59344 12.06886 8.0
S1852 246.5637 11.37517 22.4
S1853 240.91812 10.2871 9.9
S1854 247.21452 9.61719 11.4
S1855 239.54942 11.98974 11.3
S1856 246.38704 9.48135 13.0
S1857 245.99905 9.61563 29.1
S1858 238.76651 11.0434 14.5
S1859 245.6922 10.08322 6.7
S1860 194.32895 58.71841 15.2
S1861 194.13826 59.80835 14.7
S1862 190.45348 60.00109 7.7
S1863 190.95071 59.38124 9.4
S1864 192.99936 60.03155 41.2
S1865 240.34911 11.81025 25.3
S1866 169.05797 -12.9665 6.5
S1867 169.9024 -11.16875 11.3
S1868 195.172 60.64028 48.1
S1869 239.17931 13.46556 27.1
S1870 169.48653 -12.79059 7.1
S1871 170.97855 -11.25115 11.9
S1872 169.50796 -10.78975 20.3
S1873 169.1877 -12.03155 16.9
S1874 239.50467 11.42386 9.4
S1875 241.88605 13.3149 17.0
S1876 198.3307 40.09619 19.1
S1877 197.97926 40.46117 11.1
S1878 242.59366 11.31457 8.3
S1879 198.00084 38.45253 16.1
S1880 241.71928 13.51462 10.9
S1881 194.74525 19.65809 13.1
S1882 194.03744 20.12604 13.8
S1883 194.16176 20.55361 18.8
S1884 193.61983 19.57124 16.2
S1885 189.67281 -0.41003 20.5
S1886 188.05199 -0.32896 6.5
S1887 236.66946 14.70059 19.9
S1888 234.57663 14.7475 10.5
S1889 188.006 0.16659 16.7
S1890 236.81866 13.5475 28.8
S1891 236.15048 12.70354 9.8
S1892 236.17091 13.19889 9.4
S1893 191.22473 50.57061 21.4
S1894 187.75342 -0.43436 7.0
S1895 188.94479 -0.60154 13.7
S1896 189.36842 1.09494 20.6
S1897 235.26121 14.75878 46.1
S1898 189.42982 -0.13103 15.7
S1899 188.70341 -0.75503 15.8
S1900 188.75204 -1.14853 4.8
S1901 238.11433 26.4437 37.4
S1902 238.00008 27.64127 34.6
S1903 239.48367 27.25359 43.8
S1904 237.67593 27.17896 28.9
S1905 234.43539 16.73095 9.5
S1906 191.81915 49.7089 32.9
S1907 234.90042 16.40974 21.4
S1908 188.85757 1.14724 56.3
S1909 188.96909 0.43293 32.4
S1910 234.67352 2.06429 30.5
S1911 187.98068 0.15285 40.0
S1912 189.56441 -0.39208 26.1
S1913 189.11873 -0.39042 45.1
S1914 189.20369 -0.67937 49.2
S1915 170.60092 -12.25362 36.4
S1916 215.38841 55.07027 31.3
S1917 165.84036 -16.68713 35.4
S1918 214.05086 57.69202 47.4
S1919 215.08279 56.41882 60.4
S1920 214.37598 57.08112 36.8
S1921 237.48344 5.73699 18.6
S1922 237.54156 5.59874 6.6
S1923 236.57272 5.62747 6.9
S1924 236.4966 5.1884 9.3
S1925 235.964 5.34238 14.3
S1926 235.79224 4.16478 18.7
S1927 236.77695 4.43812 8.4
S1928 237.62225 3.90583 11.6
S1929 236.52824 4.4717 22.3
S1930 237.10751 5.34412 9.5
S1931 244.11771 16.99376 8.7
S1932 244.68452 16.54722 4.7
S1933 243.55852 17.11629 7.1
S1934 245.03455 17.44654 11.3
S1935 243.9308 15.45736 7.5
S1936 245.03703 17.17438 6.3
S1937 242.80275 17.55308 25.1
S1938 242.58792 17.53643 17.7
S1939 243.78992 15.54084 14.5
S1940 243.67723 16.51775 13.1
S1941 243.69566 16.53041 7.2
S1942 243.36574 15.45729 4.8
S1943 242.63469 16.5908 4.9
S1944 251.50333 26.35945 17.9
S1945 250.14047 27.17656 8.9
S1946 249.79076 26.0524 14.4
S1947 250.29336 27.23936 21.4
S1948 250.49525 27.01151 16.6
S1949 244.66656 16.86317 7.3
S1950 243.3764 16.44196 7.4
S1951 243.68822 16.76004 12.4
S1952 251.50354 26.436 8.6
S1953 243.90732 17.83004 4.8
S1954 181.48662 -0.95426 38.0
S1955 181.38888 1.21473 52.3
S1956 223.25861 20.61853 8.1
S1957 222.05537 20.42489 34.3
S1958 221.11951 20.34433 20.4
S1959 222.91006 18.78752 28.9
S1960 222.05864 19.03955 11.1
S1961 223.16746 18.75418 8.0
S1962 181.59483 19.92316 30.3
S1963 182.89279 20.44433 40.1
S1964 181.84824 20.19245 35.2
S1965 181.92928 20.26963 25.3
S1966 180.50545 19.47046 27.7
S1967 181.09268 19.87744 21.5
S1968 208.35362 50.8193 13.9
S1969 208.17073 49.97639 20.7
S1970 208.33006 51.21715 10.7
S1971 210.76247 50.12945 20.3
S1972 248.85069 29.41703 13.1
S1973 248.81367 27.74241 22.7
S1974 248.6736 27.24235 31.1
S1975 181.02261 19.79547 7.3
S1976 181.46626 -0.10542 18.7
S1977 182.28317 19.79484 11.1
S1978 265.34073 64.75732 11.2
S1979 180.69546 0.54065 21.8
S1980 181.09711 19.53353 18.0
S1981 180.00764 0.505 11.6
S1982 263.24774 63.97591 15.6
S1983 263.6958 64.86697 15.2
S1984 181.65694 -0.45032 9.4
S1985 182.25992 -0.09532 7.8
S1986 182.98357 19.11488 14.2
S1987 180.91261 0.08957 5.9
S1988 182.75951 20.15542 18.2
S1989 182.69405 19.19981 21.7
S1990 167.39615 58.05232 21.4
S1991 168.76747 59.90369 17.4
S1992 261.70727 33.26902 17.2
S1993 262.03955 32.40766 10.7
S1994 167.88776 57.85175 21.9
S1995 168.51936 57.96698 4.9
S1996 171.49499 59.52631 10.8
S1997 263.32773 32.686 6.5
S1998 263.36118 33.50124 20.5
S1999 262.83496 34.38309 20.9
S2000 263.07422 32.66451 8.1
S2001 263.32297 32.27248 21.0
S2002 262.61264 32.58291 7.1
S2003 262.353 33.25494 12.6
S2004 263.36835 32.90025 7.6
S2005 263.84116 31.99305 16.1
S2006 263.38061 32.72207 23.9
S2007 262.25635 32.12234 5.7
S2008 263.43246 34.12167 13.9
S2009 261.67361 33.65492 24.7
S2010 262.19635 31.95915 6.9
S2011 262.39511 31.97811 7.5
S2012 263.8092 33.09249 7.5
S2013 262.23117 32.74243 12.2
S2014 263.32974 32.0926 7.7
S2015 262.63943 33.38728 14.2
S2016 262.87759 31.92239 14.4
S2017 237.39023 27.55824 7.3
S2018 238.42516 25.55363 7.2
S2019 237.11601 26.5002 13.4
S2020 237.4072 26.28896 10.2
S2021 238.51405 25.66308 21.7
S2022 239.03349 26.37402 15.8
S2023 238.59491 26.55001 6.8
S2024 238.53479 27.51434 17.1
S2025 181.26833 50.00404 17.3
S2026 181.04542 49.99406 17.3
S2027 180.49425 51.01043 20.2
S2028 181.61156 50.26205 15.9
S2029 231.6165 18.78925 25.1
S2030 231.84093 19.03142 14.1
S2031 231.76176 17.77059 11.5
S2032 231.90514 19.10927 20.9
S2033 182.14616 48.84058 39.2
S2034 231.31898 18.1088 31.0
S2035 231.77728 18.005 15.3
S2036 165.54549 38.14242 27.0
S2037 166.25191 28.38566 34.8
S2038 165.6964 27.52145 28.1
S2039 164.54271 29.32028 30.4
S2040 218.71919 64.49639 30.1
S2041 169.0481 18.84667 53.5
S2042 218.01022 64.33351 20.8
S2043 217.10101 64.03289 24.6
S2044 169.07603 20.03316 47.6
S2045 168.65861 18.45943 32.7
S2046 143.66843 30.14915 40.7
S2047 143.06607 29.15698 27.0
S2048 145.31345 29.97566 49.1
S2049 142.52661 29.34645 62.5
S2050 143.59784 29.80269 7.2
S2051 142.89824 29.51758 21.6
S2052 144.63135 31.10249 8.2
S2053 149.12544 54.32639 48.7
S2054 144.31683 30.66995 21.0
S2055 143.45319 29.12064 7.7
S2056 145.18652 29.67886 20.3
S2057 134.01109 4.15604 23.7
S2058 214.78604 19.90763 34.6
S2059 134.65251 4.26576 8.0
S2060 214.11656 20.74305 13.3
S2061 214.7525 19.6751 7.1
S2062 132.7708 3.85582 21.8
S2063 134.48956 2.44013 19.1
S2064 132.93552 3.39556 24.9
S2065 211.24228 22.81745 41.0
S2066 134.55208 3.38092 9.6
S2067 211.87353 21.74151 23.0
S2068 206.79546 22.01566 10.2
S2069 211.06486 19.82076 10.9
S2070 208.71085 21.5878 13.1
S2071 208.99858 21.87849 10.6
S2072 105.99328 40.18401 12.9
S2073 168.03326 58.62715 41.7
S2074 107.18212 40.07414 7.1
S2075 108.66455 39.13819 8.2
S2076 171.32806 58.10963 37.1
S2077 106.07593 40.06153 25.0
S2078 243.20442 51.02879 11.0
S2079 242.96641 49.7589 7.6
S2080 135.09843 2.65471 36.5
S2081 148.3699 46.18903 30.9
S2082 182.48634 61.93959 23.3
S2083 256.05264 28.24561 16.5
S2084 256.85907 27.64365 10.4
S2085 256.49243 28.94965 6.3
S2086 256.30643 27.85316 16.3
S2087 144.71889 25.16316 21.0
S2088 256.06763 29.55548 8.9
S2089 256.13708 29.48999 15.3
S2090 257.05533 28.98099 10.3
S2091 126.33822 42.66104 31.9
S2092 208.64558 23.77731 45.3
S2093 256.43555 29.40488 13.8
S2094 256.40988 29.33755 16.8
S2095 257.04684 27.9759 10.5
S2096 256.08139 29.31499 24.7
S2097 256.3652 28.94832 22.4
S2098 256.03946 29.1861 5.8
S2099 207.25117 23.10182 22.3
S2100 255.13264 29.58728 6.5
S2101 144.53838 25.31055 12.6
S2102 113.16814 65.48701 35.0
S2103 117.15151 67.11985 48.9
S2104 114.30713 65.41048 32.2
S2105 90.12984 22.53097 2.3
S2106 117.39387 65.04559 17.5
S2107 113.19935 66.28364 10.6
S2108 114.9245 66.5391 10.7
S2109 118.77862 67.08882 6.7
S2110 224.50742 25.88598 7.1
S2111 211.57451 19.3751 12.4
S2112 225.41022 24.71409 16.1
S2113 201.35902 22.53904 9.6
S2114 201.4767 22.54727 7.4
S2115 200.89847 22.84649 23.1
S2116 119.05698 9.96942 7.1
S2117 117.76889 9.47342 20.6
S2118 118.16708 9.19853 12.4
S2119 120.22348 9.23762 14.2
S2120 118.4521 22.2153 44.6
S2121 198.6665 22.35804 11.7
S2122 119.03933 22.30917 18.2
S2123 112.60866 37.94616 15.5
S2124 118.16237 23.81182 7.4
S2125 117.04281 23.39034 11.8
S2126 117.14161 23.02211 11.1
S2127 201.14699 20.0973 45.0
S2128 201.15167 20.63808 8.4
S2129 110.74736 36.78175 45.3
S2130 200.92458 18.28354 16.6
S2131 200.88451 18.37077 17.1
S2132 201.73798 19.71898 21.2
S2133 196.95406 23.42802 21.3
S2134 170.89664 65.94878 34.5
S2135 119.3291 10.795 36.9
S2136 119.1167 8.67962 35.1
S2137 196.75063 22.40714 13.1
S2138 195.6216 20.8704 20.1
S2139 197.68217 22.63906 19.2
S2140 195.15492 21.75502 16.2
S2141 194.18317 26.00125 21.2
S2142 193.83511 25.10549 20.3
S2143 191.33098 23.97598 13.6
S2144 191.77518 25.63495 16.6
S2145 183.19958 24.88571 20.9
S2146 187.14709 24.63172 24.0
S2147 184.94669 24.6768 17.6
S2148 183.16606 25.41119 31.1
S2149 184.85748 25.99528 7.0
S2150 172.13219 65.8829 7.4
S2151 212.91411 55.5045 13.8
S2152 214.97449 56.65571 8.4
S2153 174.48016 66.40958 15.6
S2154 172.28999 68.18126 10.1
S2155 213.40721 56.36603 4.1
S2156 215.18108 55.34306 3.7
S2157 212.90057 56.52574 14.6
S2158 215.94904 56.59445 5.3
S2159 214.03876 57.15098 16.3
S2160 173.09094 67.53153 9.3
S2161 24.20574 -10.29315 29.8
S2162 163.15845 8.32445 8.7
S2163 24.20154 -9.36121 29.2
S2164 24.21168 -9.81519 30.5
S2165 162.50857 8.31897 33.6
S2166 162.9818 10.53769 16.5
S2167 25.17246 -10.58596 33.4
S2168 187.28032 23.40946 28.8
S2169 115.6603 18.17538 18.1
S2170 117.12206 18.30934 12.0
S2171 116.99129 19.3114 12.2
S2172 116.61985 17.15101 23.3
S2173 115.47613 18.19511 23.3
S2174 190.51395 21.43452 7.8
S2175 198.37775 18.32717 17.5
S2176 198.27826 18.32884 18.7
S2177 199.83765 17.06257 34.2
S2178 182.39227 25.86573 17.7
S2179 193.04234 18.6597 26.7
S2180 133.80542 83.17451 23.0
S2181 191.66583 20.75735 15.0
S2182 189.48787 21.11507 15.5
S2183 119.35454 84.35512 7.3
S2184 122.17215 84.37311 8.5
S2185 192.33157 20.65781 38.2
S2186 189.8038 20.06724 34.9
S2187 191.00748 20.44226 22.4
S2188 127.2585 84.45724 10.2
S2189 191.4104 18.6563 39.1
S2190 137.28641 83.54677 9.8
S2191 156.5742 9.97797 10.9
S2192 188.31845 20.1237 29.7
S2193 187.44789 21.02666 14.2
S2194 156.13628 8.42882 13.4
S2195 187.59575 20.87276 13.5
S2196 155.85147 8.82872 15.1
S2197 188.2917 20.5675 19.3
S2198 157.7569 8.82679 6.1
S2199 157.05432 8.24783 22.8
S2200 157.41759 9.61565 7.2
S2201 156.59109 8.80199 15.4
S2202 156.64722 9.10817 5.7
S2203 186.13695 19.84492 7.1
S2204 149.7831 0.09997 37.0
S2205 196.68928 16.82606 39.1
S2206 29.44441 -0.36026 30.5
S2207 30.61908 1.08272 52.3
S2208 183.99358 23.57857 22.9
S2209 184.96889 22.71926 15.0
S2210 186.23527 20.3233 33.3
S2211 183.63834 22.2715 24.6
S2212 183.99844 23.2661 9.6
S2213 182.56685 18.5771 18.4
S2214 184.00777 20.79627 44.7
S2215 174.1095 1.09579 12.3
S2216 173.95441 0.815 6.9
S2217 172.89114 -0.63895 7.6
S2218 174.48816 -0.53345 17.6
S2219 174.65332 -0.08481 12.8
S2220 173.29263 1.00075 22.3
S2221 150.37472 -0.47241 16.3
S2222 148.73878 -0.27292 14.4
S2223 150.66222 -0.78849 15.5
S2224 150.20509 -0.00064 6.2
S2225 150.43275 0.08335 12.0
S2226 149.88525 0.50077 22.1
S2227 17.99635 -8.70874 32.3
S2228 18.87318 -9.23498 35.4
S2229 19.65157 -9.72383 31.0
S2230 20.11555 -9.79087 28.9
S2231 19.16248 -10.34402 33.8
S2232 18.94856 -9.62908 34.8
S2233 17.82403 -9.80163 35.1
S2234 17.8469 -9.62696 34.8
S2235 166.18045 27.99585 14.2
S2236 164.94775 28.05171 15.5
S2237 167.01994 28.42531 17.6
S2238 165.42883 29.73609 14.3
S2239 166.40115 27.65731 23.6
S2240 166.89502 28.24604 17.1
S2241 22.95586 -10.54071 34.9
S2242 23.00544 -10.12712 39.1
S2243 23.45358 -9.74172 30.0
S2244 22.99169 -10.57576 14.6
S2245 21.98861 -9.42667 32.7
S2246 166.10165 37.50189 11.8
S2247 25.80073 -10.44741 12.4
S2248 24.13903 -9.43291 16.6
S2249 25.7088 -9.03767 26.0
S2250 25.62988 -8.97098 11.0
S2251 26.58974 -9.44173 16.1
S2252 25.81264 -9.91477 10.1
S2253 156.4789 9.02067 37.5
S2254 17.7896 -10.10462 17.7
S2255 18.20498 -10.158 21.1
S2256 19.11889 -10.71355 9.9
S2257 18.42766 -10.70637 11.1
S2258 169.30948 18.56916 10.8
S2259 6.97511 -18.96142 4.6
S2260 170.15674 20.15491 23.3
S2261 8.88361 -19.25249 8.8
S2262 8.58551 -17.4485 23.0
S2263 8.06179 -18.53641 22.3
S2264 6.59235 -18.84202 7.1
S2265 7.96712 -17.32594 24.2
S2266 155.60313 17.75185 26.7
S2267 155.45236 18.48359 26.9
S2268 155.43797 16.96703 28.9
S2269 155.84859 18.55169 53.4
S2270 155.49605 18.33054 28.5
S2271 127.30014 11.50901 19.1
S2272 155.66135 17.75556 8.2
S2273 156.68385 18.57462 19.2
S2274 157.46446 17.80467 11.9
S2275 18.39319 14.81096 29.0
S2276 128.29353 -4.20877 12.0
S2277 129.26685 -4.36464 13.5
S2278 127.58867 -3.68846 15.7
S2279 128.87683 -3.55875 10.3
S2280 122.39319 -8.25332 16.5
S2281 122.58314 -8.68462 4.2
S2282 122.75378 -8.59059 6.8
S2283 122.87819 -7.29702 7.9
S2284 122.72315 -8.60143 5.8
S2285 123.28673 -8.14509 17.5
S2286 123.77902 -7.80584 13.5
S2287 122.61855 -7.92436 13.4
S2288 122.24451 -6.77051 11.2
S2289 122.85373 -5.95225 4.5
S2290 119.73446 18.24561 42.5
S2291 99.9305 37.49757 27.7
S2292 103.01896 37.63895 26.8
S2293 100.85113 36.84328 38.1
S2294 319.30106 -6.85677 6.4
S2295 319.5061 -6.39257 24.5
S2296 320.35648 -7.14361 12.9
S2297 321.73202 -6.448 26.4
S2298 320.53607 -6.3848 20.3
S2299 321.15076 -6.94659 22.1
S2300 320.51102 -6.81702 4.9
S2301 320.10895 -6.09766 22.6
S2302 319.6803 -7.06833 10.6
S2303 320.71609 -7.76986 18.8
S2304 320.05908 -7.00802 8.8
S2305 320.74573 -7.14105 9.7
S2306 321.18341 -6.68312 11.2
S2307 319.72949 -7.99621 17.7
S2308 320.4234 -7.61114 9.5
S2309 321.06512 -7.1737 8.8
S2310 320.34247 -7.90658 26.3
S2311 319.53519 -7.308 21.3
S2312 112.24905 31.2734 53.3
S2313 102.57432 37.06382 16.2
S2314 102.34271 37.88042 11.4
S2315 102.01972 36.95067 9.0
S2316 280.13763 40.09904 8.8
S2317 334.9595 39.49013 6.6
S2318 277.9649 40.61372 23.6
S2319 280.14401 40.43893 14.3
S2320 280.08804 40.99773 16.4
S2321 278.87131 42.08692 14.6
S2322 279.05536 41.65201 11.4
S2323 278.21896 41.86349 17.8
S2324 280.38583 40.3897 10.9
S2325 279.94571 40.16744 8.6
S2326 277.56372 40.90725 13.6
S2327 278.7742 42.69712 19.5
S2328 280.56714 42.15499 21.1
S2329 280.1304 41.8252 5.7
S2330 280.13098 41.87091 14.6
S2331 334.01727 39.79365 8.5
S2332 336.55673 38.24984 19.5
S2333 336.15796 38.67636 13.6
S2334 334.29864 39.71949 7.5
S2335 278.68918 41.06367 9.0
S2336 279.57266 40.83998 13.0
S2337 334.55899 39.56952 5.9
S2338 280.25754 41.18065 8.9
S2339 279.50101 41.03733 5.4
S2340 334.0708 39.62236 14.4
S2341 281.08557 41.44921 9.5
S2342 336.74417 39.86103 8.4
S2343 279.698 42.27095 17.7
S2344 334.6817 40.02597 7.7
S2345 278.29977 41.72922 19.0
S2346 279.4852 40.062 7.7
S2347 278.10559 40.43502 24.2
S2348 279.07251 41.5786 6.9
S2349 279.07031 40.45803 5.9
S2350 277.89349 40.68131 19.5
S2351 291.25446 36.97855 29.1
