name ra  dec
S4669 229.01672 58.47786 45.4
S4670 227.37459 56.39058 9.4
S4671 327.53015 -0.96567 25.3
S4672 327.85022 -0.93522 10.9
S4673 328.74478 1.13768 8.6
S4674 328.60294 0.38765 21.8
S4675 327.12381 -1.11435 25.8
S4676 327.16275 0.50549 17.3
S4677 328.31009 -0.82386 13.5
S4678 170.06428 65.0009 7.6
S4679 172.37891 65.34989 12.6
S4680 176.93983 -3.34609 11.6
S4681 225.81883 58.47316 27.7
S4682 223.33417 59.08773 10.2
S4683 224.80222 57.82666 21.1
S4684 225.43326 60.35929 14.0
S4685 225.20163 60.51959 22.2
S4686 225.89804 62.5871 10.6
S4687 226.59122 3.79608 8.2
S4688 214.99852 2.96364 39.0
S4689 214.92821 3.75677 41.2
S4690 236.93674 52.39159 20.7
S4691 215.68672 2.68344 19.0
S4692 212.16432 3.68289 9.7
S4693 223.77428 3.15202 8.2
S4694 211.28603 3.6709 11.0
S4695 236.16736 3.833 34.0
S4696 236.7787 2.35886 9.1
S4697 212.00069 3.8206 15.9
S4698 237.38637 3.66526 14.9
S4699 235.6142 2.39257 13.3
S4700 210.71356 5.31756 7.4
S4701 237.4024 3.31732 21.7
S4702 223.5731 4.19103 33.9
S4703 223.77727 4.38598 16.1
S4704 235.22209 3.20551 13.7
S4705 224.01955 0.81817 7.5
S4706 223.91392 2.47592 14.0
S4707 223.12334 1.99177 15.8
S4708 210.42067 3.07563 8.5
S4709 208.98004 2.35961 36.8
S4710 209.43236 3.19377 16.0
S4711 210.39517 1.42457 32.2
S4712 221.68407 2.43387 10.3
S4713 195.97537 1.40463 9.5
S4714 196.66888 2.59799 22.3
S4715 237.17255 3.52613 10.6
S4716 222.36175 2.3943 7.9
S4717 196.50674 1.54442 32.2
S4718 217.67094 4.62698 16.9
S4719 195.70477 2.61885 39.2
S4720 222.1684 2.52558 18.6
S4721 197.01723 3.45405 12.0
S4722 222.91566 2.07325 23.7
S4723 195.2804 3.38415 23.9
S4724 234.21947 2.95345 19.0
S4725 193.02811 2.80123 44.6
S4726 192.80054 3.24993 10.1
S4727 193.49043 2.29013 28.4
S4728 193.49805 2.00881 19.7
S4729 221.83375 3.30063 31.3
S4730 233.29352 3.64896 7.5
S4731 222.51109 3.33563 7.7
S4732 193.40732 3.16306 8.6
S4733 220.46751 4.76925 14.3
S4734 194.35161 2.64505 14.3
S4735 220.49559 4.04521 13.2
S4736 221.37195 4.80617 53.1
S4737 145.75679 1.93858 8.9
S4738 220.37672 4.96851 7.0
S4739 234.89862 2.65271 9.0
S4740 194.8222 2.97982 45.9
S4741 145.28429 1.25448 14.4
S4742 220.28007 2.15391 7.3
S4743 220.26501 2.99721 9.8
S4744 218.95554 2.93383 22.4
S4745 220.98729 2.16185 29.5
S4746 220.65932 2.02015 9.4
S4747 190.9324 2.09722 27.7
S4748 220.10985 2.84148 23.4
S4749 192.64401 2.87948 14.6
S4750 191.52245 2.16953 19.8
S4751 239.05244 2.36471 7.2
S4752 240.93298 3.22021 22.5
S4753 239.54781 3.58867 19.6
S4754 262.74072 57.95429 14.3
S4755 117.77024 36.61505 11.9
S4756 225.88625 0.46617 31.2
S4757 225.84781 2.3777 12.9
S4758 189.42512 -1.5372 16.1
S4759 247.74293 -0.16187 14.1
S4760 246.43182 -0.41983 13.5
S4761 140.76334 -0.72616 21.2
S4762 141.4779 0.04273 35.6
S4763 189.22844 -1.92932 9.5
S4764 189.80469 -1.34449 10.8
S4765 189.51295 -1.72951 8.9
S4766 189.75819 -1.69302 35.5
S4767 245.9211 0.15721 25.3
S4768 184.60394 0.79467 21.1
S4769 262.81564 54.99858 24.7
S4770 217.9752 2.32489 31.4
S4771 155.35466 2.79073 16.1
S4772 191.34164 -3.15791 27.8
S4773 154.91136 1.85447 7.6
S4774 260.19345 54.98044 16.6
S4775 259.21512 56.60047 9.8
S4776 259.80933 54.6063 10.9
S4777 260.68133 54.54808 12.8
S4778 260.9256 54.47777 23.3
S4779 193.58203 -2.43391 15.4
S4780 227.0507 1.92488 17.3
S4781 227.66917 2.31464 13.1
S4782 195.73383 0.09077 18.0
S4783 150.62033 1.80661 46.4
S4784 193.56837 0.13757 8.6
S4785 194.81876 -1.02288 13.7
S4786 194.05305 -0.86864 15.2
S4787 195.28297 -0.89368 15.2
S4788 193.0618 -0.42046 22.7
S4789 193.18582 -0.42026 9.0
S4790 195.19337 -0.02155 19.6
S4791 195.61124 -0.00961 8.8
S4792 194.37013 -0.05787 43.9
S4793 194.75851 0.22533 34.7
S4794 212.89117 1.93168 36.3
S4795 186.06767 -2.66658 15.3
S4796 185.88315 -1.78147 12.6
S4797 211.43947 1.8713 25.8
S4798 187.65001 0.87432 18.6
S4799 226.68166 1.04085 21.9
S4800 197.20357 -2.26966 23.7
S4801 187.1299 -0.12512 23.9
S4802 225.7545 -0.36821 17.9
S4803 206.89375 66.93661 21.1
S4804 203.76135 66.9445 39.8
S4805 147.01784 1.22122 42.1
S4806 196.89371 68.14504 10.7
S4807 196.01833 0.27138 34.9
S4808 176.1264 0.79917 13.2
S4809 175.50137 0.04555 27.9
S4810 115.34098 32.80481 34.7
S4811 130.24203 48.81144 14.0
S4812 214.3495 -0.37243 15.3
S4813 153.71164 1.08379 13.2
S4814 152.49795 1.48856 12.5
S4815 139.13159 -0.35064 26.8
S4816 203.49683 -0.36938 19.5
S4817 138.58855 1.29031 9.0
S4818 207.25812 -0.83007 6.1
S4819 208.17154 0.32124 14.7
S4820 207.22897 0.77288 41.7
S4821 206.58897 0.87294 17.9
S4822 207.30907 1.21343 10.8
S4823 206.81547 1.17425 34.5
S4824 206.66902 -0.00867 27.5
S4825 206.9464 0.95701 43.0
S4826 210.04733 0.08587 11.1
S4827 210.81792 0.26727 39.4
S4828 209.3697 0.76426 7.9
S4829 208.46452 -0.23426 11.0
S4830 209.01706 0.35233 24.3
S4831 208.52191 0.7403 13.8
S4832 208.92042 0.94838 44.5
S4833 209.68198 0.81318 47.2
S4834 209.81045 1.24283 5.5
S4835 187.61478 -0.60935 17.0
S4836 157.64001 66.04471 31.0
S4837 162.12048 64.85962 19.3
S4838 161.27251 66.06284 26.0
S4839 160.14964 65.59359 47.2
S4840 159.06399 65.67516 10.7
S4841 49.13783 -0.20686 8.9
S4842 135.99139 1.11864 15.7
S4843 140.53802 0.96086 23.4
S4844 50.28134 1.20144 12.2
S4845 140.10004 1.67468 23.9
S4846 136.55821 1.28418 27.0
S4847 190.63333 -1.19583 30.3
S4848 50.38831 -5.91569 14.1
S4849 51.03794 -7.72146 10.1
S4850 49.1402 -6.74688 9.0
S4851 146.51157 59.51322 41.7
S4852 160.36295 -1.05517 16.0
S4853 134.9304 0.89073 19.1
S4854 133.02837 -0.00242 13.1
S4855 144.24957 57.09288 17.2
S4856 143.99149 59.39175 31.1
S4857 41.81284 -8.60552 23.3
S4858 160.21413 0.26864 14.6
S4859 38.79387 -7.70818 8.0
S4860 164.17259 -0.72597 26.3
S4861 38.76464 -9.2223 16.5
S4862 39.35193 -9.19298 19.2
S4863 162.86272 1.15213 12.6
S4864 148.71863 2.03583 7.0
S4865 165.70657 -1.12202 19.0
S4866 165.2095 0.67805 15.9
S4867 166.1899 -1.03028 11.4
S4868 148.35016 2.13724 29.2
S4869 165.17039 0.0682 12.8
S4870 140.14183 56.08581 17.1
S4871 139.21776 55.87519 31.7
S4872 44.47279 -7.122 12.2
S4873 44.34375 -7.44007 15.3
S4874 43.25095 -6.84413 26.3
S4875 43.81823 -6.90422 24.4
S4876 30.6922 12.94085 20.7
S4877 31.54015 14.33985 36.4
S4878 23.10712 13.26599 23.8
S4879 21.70562 14.56535 29.4
S4880 115.1685 39.87047 8.8
S4881 22.0031 13.39668 11.2
S4882 118.95047 43.69617 19.2
S4883 32.27671 14.50527 9.7
S4884 32.84079 13.57214 22.8
S4885 118.42797 45.55133 15.3
S4886 23.62621 14.21163 29.6
S4887 23.98592 15.0 9.7
S4888 117.79077 39.75905 29.6
S4889 24.66536 13.5826 17.7
S4890 24.15306 14.2049 10.9
S4891 114.43904 38.04887 24.8
S4892 121.75227 44.47886 32.1
S4893 355.40521 0.0231 6.5
S4894 117.40012 38.47957 39.4
S4895 114.88906 37.8797 29.1
S4896 116.22292 38.43496 23.4
S4897 115.8038 37.14669 33.2
S4898 116.09247 36.9984 8.3
S4899 42.59081 -0.96025 18.0
S4900 13.63968 15.1149 11.0
S4901 123.89644 46.52624 16.6
S4902 260.6542 53.22375 13.3
S4903 262.53238 54.32618 22.1
S4904 7.36009 15.55646 44.0
S4905 262.18735 53.67206 27.3
S4906 260.25128 53.25116 26.8
S4907 259.67657 53.62946 10.0
S4908 40.4156 0.59991 35.7
S4909 39.88469 0.44723 30.9
S4910 37.18533 0.91971 40.6
S4911 352.16821 1.01129 11.2
S4912 351.53119 -0.5858 13.3
S4913 265.04733 56.21297 10.3
S4914 263.84857 56.27552 18.8
S4915 352.17227 0.33662 14.9
S4916 263.79294 57.27315 35.2
S4917 348.51962 0.00088 21.6
S4918 350.28357 0.85494 7.1
S4919 348.85037 1.02133 15.2
S4920 348.9068 -1.12454 10.1
S4921 34.28776 -0.9144 18.0
S4922 349.11243 1.20105 34.7
S4923 348.07727 -1.00374 8.2
S4924 55.57338 0.77438 33.5
S4925 346.13449 -0.30204 29.9
S4926 258.71161 61.1473 19.8
S4927 261.43918 60.22298 25.3
S4928 263.60004 60.29316 11.7
S4929 260.04077 61.41731 6.7
S4930 344.35303 -0.59348 27.0
S4931 334.96109 0.35558 10.9
S4932 258.94662 62.64877 7.3
S4933 260.26346 63.09859 23.3
S4934 357.94669 0.88301 14.6
S4935 254.86011 62.39759 43.5
S4936 254.03345 63.07636 20.3
S4937 248.43198 -0.53971 10.7
S4938 194.42071 -2.48822 7.1
S4939 194.53793 -2.75612 19.4
S4940 240.86259 0.69384 13.6
S4941 240.71651 -0.49211 13.7
S4942 239.68146 0.43956 6.8
S4943 241.28317 -0.00223 21.7
S4944 238.76851 0.05303 13.4
S4945 194.96873 -3.19623 19.0
S4946 196.59819 -3.1925 22.0
S4947 239.54323 -0.08788 9.4
S4948 196.04353 -1.92107 31.5
S4949 237.81116 -0.79221 8.4
S4950 237.17384 -0.00098 15.0
S4951 238.09361 0.47059 10.4
S4952 237.08075 0.34591 17.5
S4953 237.40311 0.25685 22.3
S4954 238.10229 -0.37284 8.3
S4955 197.87459 -2.96832 12.7
S4956 236.03139 0.10886 19.5
S4957 200.2505 -2.47719 16.7
S4958 243.66621 0.52004 10.5
S4959 199.7599 -3.01901 24.9
S4960 210.71759 0.33653 8.5
S4961 204.16426 -0.53844 45.6
S4962 204.19723 0.52472 37.8
S4963 204.69217 0.93658 11.1
S4964 207.21484 0.21228 14.7
S4965 223.67456 0.1084 48.2
S4966 207.493 0.42386 50.7
S4967 219.67145 0.90908 8.9
S4968 218.60637 -0.38411 13.5
S4969 222.06561 0.81932 23.2
S4970 220.86674 0.77364 6.1
S4971 173.50069 -0.8976 21.0
S4972 209.10101 -0.67843 39.9
S4973 145.8232 -1.17255 15.2
S4974 145.40906 0.30597 38.5
S4975 212.61166 0.95676 12.1
S4976 171.30829 0.70208 38.1
S4977 217.1095 0.48761 24.5
S4978 216.03435 -0.49185 10.5
S4979 193.22504 0.48422 13.7
S4980 193.09808 -0.61894 5.5
S4981 192.76537 0.4224 40.5
S4982 191.67357 0.63088 20.8
S4983 191.20561 0.36596 25.5
S4984 147.16763 0.47167 30.2
