name, ra,  dec,
S1391 , 343.5335 , 30.5724 ,
S1392 , 343.2102 , 30.7279 ,
S1393 , 342.9644 , 30.793 ,
S1394 , 342.628 , 30.5043 ,
S1395 , 342.144 , 30.6915 ,
S1396 , 342.1402 , 30.5108 ,
S1397 , 341.9283 , 30.4113 ,
S1398 , 341.82 , 30.3393 ,
S1399 , 341.8549 , 29.4621 ,
S1400 , 341.4464 , 30.1986 ,
S1401 , 340.7029 , 31.5885 ,
S1402 , 340.9769 , 31.7796 ,
S1403 , 341.1118 , 31.9769 ,
S1404 , 341.8007 , 31.4586 ,
S1405 , 341.7527 , 31.4284 ,
S1406 , 342.7722 , 31.1927 ,
S1407 , 342.6328 , 31.2132 ,
S1408 , 342.6942 , 32.0252 ,
S1409 , 342.4247 , 31.9267 ,
S1410 , 343.0612 , 31.4439 ,
S1411 , 343.0864 , 30.9471 ,
S1412 , 342.9367 , 31.7319 ,
S1413 , 342.9988 , 31.6126 ,
S1414 , 354.611 , 8.03 ,
S1415 , 354.6432 , 8.3209 ,
S1416 , 354.4032 , 8.3655 ,
S1417 , 354.5274 , 7.6768 ,
S1418 , 354.0994 , 8.1221 ,
S1419 , 353.5308 , 8.5058 ,
S1420 , 353.5102 , 9.4465 ,
S1421 , 354.1746 , 8.8842 ,
S1422 , 354.5732 , 9.0354 ,
S1423 , 355.0155 , 8.7226 ,
S1424 , 355.24 , 9.2311 ,
S1425 , 355.3924 , 9.4039 ,
S1426 , 348.1779 , 21.0804 ,
S1427 , 347.8169 , 22.2592 ,
S1428 , 348.3279 , 23.0069 ,
S1429 , 348.5499 , 22.6281 ,
S1430 , 2.0522 , -5.4907 ,
S1431 , 1.9516 , -5.3382 ,
S1432 , 1.3028 , -5.9366 ,
S1433 , 1.183 , -6.2249 ,
S1434 , 1.4435 , -5.0793 ,
S1435 , 0.7831 , -5.8566 ,
S1436 , 0.9545 , -6.0098 ,
S1437 , 0.9185 , -6.1356 ,
S1438 , 0.4768 , -4.0838 ,
S1439 , 0.3525 , -4.7869 ,
S1440 , 0.8316 , -3.6714 ,
S1441 , 1.3463 , -4.6178 ,
S1442 , 1.6472 , -3.9739 ,
S1443 , 341.3864 , 30.0453 ,
S1444 , 355.6274 , 8.4332 ,
S1445 , 355.0296 , 8.6616 ,
S1446 , 353.8913 , 9.4992 ,
S1447 , 353.516 , 9.381 ,
S1448 , 1.3631 , -5.537 ,
S1449 , 0.1574 , -3.8959 ,
S1450 , 1.1294 , -3.5964 ,
S1451 , 1.2839 , -4.5711 ,
S1452 , 1.2242 , -3.6536 ,
S1453 , 1.9569 , -4.3038 ,
S1454 , 125.7177 , 37.0079 ,
S1455 , 124.6947 , 37.0344 ,
S1456 , 123.9582 , 37.0032 ,
S1457 , 123.5048 , 38.4586 ,
S1458 , 125.6921 , 38.2186 ,
S1459 , 126.0433 , 37.231 ,
S1460 , 125.4264 , 37.2895 ,
S1461 , 123.5418 , 37.1375 ,
S1462 , 100.9042 , 28.2548 ,
S1463 , 100.9747 , 28.8633 ,
S1464 , 102.3235 , 28.8054 ,
S1465 , 102.6686 , 28.6394 ,
S1466 , 111.6101 , 30.8001 ,
S1467 , 110.2124 , 31.196 ,
S1468 , 110.3451 , 30.0756 ,
S1469 , 110.1647 , 31.175 ,
S1470 , 109.8542 , 30.6281 ,
S1471 , 109.3142 , 31.5332 ,
S1472 , 111.7238 , 32.512 ,
S1473 , 98.6859 , 25.8383 ,
S1474 , 99.3101 , 26.6624 ,
S1475 , 98.9898 , 26.1624 ,
S1476 , 99.1707 , 26.6538 ,
S1477 , 98.6672 , 26.5305 ,
S1478 , 99.0357 , 27.7238 ,
S1479 , 58.1874 , 10.7781 ,
S1480 , 102.1363 , 36.7981 ,
S1481 , 100.4291 , 38.097 ,
S1482 , 114.6137 , 40.6619 ,
S1483 , 113.6369 , 40.3703 ,
S1484 , 112.1049 , 40.8031 ,
S1485 , 112.7992 , 41.6324 ,
S1486 , 192.0371 , -8.9612 ,
S1487 , 191.4129 , -8.8626 ,
S1488 , 191.6086 , -8.8398 ,
S1489 , 191.8621 , -8.1908 ,
S1490 , 191.3654 , -7.8742 ,
S1491 , 190.7385 , -8.1946 ,
S1492 , 190.3298 , -7.8775 ,
S1493 , 190.2894 , -8.594 ,
S1494 , 190.3497 , -8.6238 ,
S1495 , 189.958 , -8.4528 ,
S1496 , 190.4734 , -6.9834 ,
S1497 , 190.0675 , -7.5771 ,
S1498 , 190.4609 , -7.3018 ,
S1499 , 191.6323 , -6.7491 ,
S1500 , 192.3036 , -7.1885 ,
S1501 , 192.3015 , -7.4052 ,
S1502 , 167.5602 , -17.2635 ,
S1503 , 167.0967 , -17.5892 ,
S1504 , 167.6888 , -16.8671 ,
S1505 , 167.4406 , -16.494 ,
S1506 , 166.884 , -16.5105 ,
S1507 , 166.7699 , -17.1545 ,
S1508 , 166.0984 , -15.5157 ,
S1509 , 166.2267 , -16.2035 ,
S1510 , 167.3193 , -15.3001 ,
S1511 , 167.553 , -15.8027 ,
S1512 , 167.3577 , -16.1089 ,
S1513 , 167.9407 , -16.1325 ,
S1514 , 101.2605 , 27.9816 ,
S1515 , 111.6282 , 30.7725 ,
S1516 , 111.438 , 30.6814 ,
S1517 , 109.5178 , 31.5552 ,
S1518 , 57.2089 , 10.1306 ,
S1519 , 112.9972 , 40.6 ,
S1520 , 113.0899 , 40.9674 ,
S1521 , 115.1978 , 41.1156 ,
S1522 , 191.478 , -8.3951 ,
S1523 , 190.6242 , -7.7434 ,
S1524 , 106.7632 , 12.0136 ,
S1525 , 105.8328 , 12.2152 ,
S1526 , 106.6193 , 12.6928 ,
S1527 , 113.4627 , 14.995 ,
S1528 , 111.7708 , 15.3289 ,
S1529 , 113.5534 , 17.12 ,
S1530 , 113.6909 , 16.9177 ,
S1531 , 118.5329 , 17.3348 ,
S1532 , 117.2052 , 17.2816 ,
S1533 , 118.638 , 19.0041 ,
S1534 , 119.4247 , 18.6487 ,
S1535 , 210.4154 , -10.5897 ,
S1536 , 210.2536 , -10.6274 ,
S1537 , 210.5053 , -9.8307 ,
S1538 , 210.2704 , -9.7285 ,
S1539 , 210.0125 , -9.3305 ,
S1540 , 209.8062 , -9.895 ,
S1541 , 209.8637 , -10.3273 ,
S1542 , 209.1832 , -9.762 ,
S1543 , 208.6927 , -8.9694 ,
S1544 , 209.1958 , -8.8448 ,
S1545 , 209.3204 , -8.8659 ,
S1546 , 209.3231 , -9.0744 ,
S1547 , 209.8598 , -7.9391 ,
S1548 , 209.7593 , -8.1238 ,
S1549 , 210.6832 , -8.9244 ,
S1550 , 210.8953 , -9.1103 ,
S1551 , 210.6045 , -8.4501 ,
S1552 , 211.0811 , -9.0058 ,
S1553 , 211.2356 , -8.9236 ,
S1554 , 112.4831 , 15.5892 ,
S1555 , 119.2684 , 17.2358 ,
S1556 , 118.0346 , 17.4229 ,
S1557 , 228.1051 , 7.0724 ,
S1558 , 230.175 , 8.0509 ,
S1559 , 230.4703 , 8.0591 ,
S1560 , 232.4234 , 18.6063 ,
S1561 , 254.3642 , 12.1192 ,
S1562 , 253.6942 , 11.2771 ,
S1563 , 253.5885 , 11.3807 ,
S1564 , 253.6168 , 12.2016 ,
S1565 , 253.8304 , 11.8048 ,
S1566 , 253.7955 , 12.0251 ,
S1567 , 253.675 , 12.1141 ,
S1568 , 253.4891 , 11.6367 ,
S1569 , 253.2884 , 11.7917 ,
S1570 , 253.1037 , 12.0216 ,
S1571 , 252.8468 , 11.2578 ,
S1572 , 252.6568 , 11.7525 ,
S1573 , 252.1419 , 11.6384 ,
S1574 , 251.8066 , 11.8125 ,
S1575 , 251.9666 , 13.3501 ,
S1576 , 252.2851 , 12.763 ,
S1577 , 252.8416 , 13.7903 ,
S1578 , 252.7675 , 12.6184 ,
S1579 , 252.6807 , 12.5764 ,
S1580 , 252.7734 , 12.6893 ,
S1581 , 253.2089 , 13.4882 ,
S1582 , 252.7771 , 12.5994 ,
S1583 , 254.3845 , 12.9653 ,
S1584 , 263.4783 , 7.7561 ,
S1585 , 263.4606 , 7.4406 ,
S1586 , 263.6962 , 7.781 ,
S1587 , 263.5535 , 7.8236 ,
S1588 , 262.8256 , 7.289 ,
S1589 , 263.1205 , 7.5043 ,
S1590 , 263.2039 , 7.4286 ,
S1591 , 263.2437 , 7.9879 ,
S1592 , 262.6512 , 6.8016 ,
S1593 , 262.9543 , 7.7696 ,
S1594 , 262.4111 , 7.4626 ,
S1595 , 262.5961 , 7.4603 ,
S1596 , 262.3457 , 7.8503 ,
S1597 , 262.2177 , 7.6863 ,
S1598 , 262.4698 , 6.784 ,
S1599 , 262.322 , 7.0527 ,
S1600 , 261.9561 , 8.0511 ,
S1601 , 261.356 , 7.3273 ,
S1602 , 261.2615 , 7.7794 ,
S1603 , 261.267 , 7.4959 ,
S1604 , 261.2067 , 7.8929 ,
S1605 , 261.82 , 9.1691 ,
S1606 , 261.3192 , 8.3049 ,
S1607 , 262.077 , 9.2542 ,
S1608 , 262.0558 , 8.8921 ,
S1609 , 262.6754 , 9.2992 ,
S1610 , 263.1028 , 8.4171 ,
S1611 , 263.2469 , 8.1739 ,
S1612 , 263.2955 , 9.0421 ,
S1613 , 263.6783 , 8.5898 ,
S1614 , 263.7505 , 8.5443 ,
S1615 , 263.6518 , 8.3035 ,
S1616 , 280.5837 , 40.4292 ,
S1617 , 281.0971 , 40.9846 ,
S1618 , 280.3854 , 40.4211 ,
S1619 , 280.0299 , 40.2149 ,
S1620 , 280.2236 , 40.8455 ,
S1621 , 279.633 , 40.1367 ,
S1622 , 279.7831 , 39.9815 ,
S1623 , 279.8796 , 41.0576 ,
S1624 , 279.176 , 40.1268 ,
S1625 , 278.2596 , 40.869 ,
S1626 , 278.0253 , 40.5809 ,
S1627 , 278.5859 , 42.0448 ,
S1628 , 277.9906 , 41.5339 ,
S1629 , 277.9092 , 41.6939 ,
S1630 , 279.3317 , 42.3473 ,
S1631 , 279.3643 , 41.8001 ,
S1632 , 279.508 , 42.0271 ,
S1633 , 279.3882 , 42.2963 ,
S1634 , 280.0361 , 42.1606 ,
S1635 , 263.8793 , 43.1774 ,
S1636 , 263.4536 , 43.6714 ,
S1637 , 261.9242 , 43.3415 ,
S1638 , 261.8506 , 43.5802 ,
S1639 , 261.8715 , 43.6811 ,
S1640 , 262.0832 , 44.2803 ,
S1641 , 263.1592 , 44.2765 ,
S1642 , 263.6785 , 44.1335 ,
S1643 , 263.8841 , 44.7767 ,
S1644 , 264.7078 , 44.4489 ,
S1645 , 1.9164 , 23.8446 ,
S1646 , 1.9917 , 23.7873 ,
S1647 , 1.3372 , 23.9715 ,
S1648 , 1.033 , 24.1495 ,
S1649 , 1.034 , 24.025 ,
S1650 , 0.9556 , 23.7821 ,
S1651 , 0.9855 , 23.9583 ,
S1652 , 0.7318 , 23.8583 ,
S1653 , 0.3696 , 25.7248 ,
S1654 , 0.7872 , 25.6529 ,
S1655 , 0.7753 , 25.6974 ,
S1656 , 0.8454 , 25.6722 ,
S1657 , 0.997 , 26.0576 ,
S1658 , 1.0092 , 25.2747 ,
S1659 , 1.7623 , 25.0839 ,
S1660 , 1.7817 , 25.9121 ,
S1661 , 281.2954 , 77.256 ,
S1662 , 280.7305 , 77.365 ,
S1663 , 278.9134 , 77.4902 ,
S1664 , 277.7698 , 77.851 ,
S1665 , 273.7678 , 77.8063 ,
S1666 , 276.8147 , 78.9731 ,
S1667 , 276.2056 , 79.1248 ,
S1668 , 278.4391 , 78.9447 ,
S1669 , 280.0737 , 79.0413 ,
S1670 , 280.437 , 79.0104 ,
S1671 , 281.0033 , 79.2007 ,
S1672 , 282.9753 , 79.3717 ,
S1673 , 1.6355 , 27.657 ,
S1674 , 0.8853 , 27.1072 ,
S1675 , 1.1515 , 27.9987 ,
S1676 , 0.8469 , 28.1334 ,
S1677 , 0.3309 , 27.5647 ,
S1678 , 0.12 , 28.0758 ,
S1679 , 359.7916 , 29.2356 ,
S1680 , 359.7748 , 28.9624 ,
S1681 , 359.4562 , 28.429 ,
S1682 , 0.1933 , 29.5194 ,
S1683 , 0.6627 , 29.5691 ,
S1684 , 0.6708 , 29.3223 ,
S1685 , 18.4406 , 14.2981 ,
S1686 , 18.0941 , 14.6709 ,
S1687 , 18.135 , 15.5508 ,
S1688 , 17.8161 , 14.2283 ,
S1689 , 17.6186 , 14.4107 ,
S1690 , 17.1758 , 14.8268 ,
S1691 , 17.9301 , 16.0508 ,
S1692 , 123.1249 , -8.3096 ,
S1693 , 124.0134 , -7.7387 ,
S1694 , 123.0748 , -7.7635 ,
S1695 , 122.7453 , -7.9377 ,
S1696 , 122.3838 , -7.9405 ,
S1697 , 122.0946 , -8.0828 ,
S1698 , 121.9031 , -6.9278 ,
S1699 , 122.3664 , -6.6466 ,
S1700 , 122.2228 , -7.3995 ,
S1701 , 121.941 , -6.9273 ,
S1702 , 122.9131 , -7.5583 ,
S1703 , 123.3334 , -6.8485 ,
S1704 , 123.8119 , -7.3845 ,
S1705 , 123.7655 , -7.4238 ,
S1706 , 123.8985 , -6.8815 ,
S1707 , 128.0373 , -4.9994 ,
S1708 , 127.1822 , -4.8511 ,
S1709 , 126.9293 , -4.8651 ,
S1710 , 126.9831 , -5.2078 ,
S1711 , 127.0594 , -3.4803 ,
S1712 , 126.7831 , -3.8186 ,
S1713 , 127.5282 , -3.4556 ,
S1714 , 127.2552 , -4.0405 ,
S1715 , 128.3905 , -3.242 ,
S1716 , 128.9442 , -3.6469 ,
S1717 , 129.079 , -4.4479 ,
S1718 , 256.4429 , 27.3639 ,
S1719 , 256.6777 , 27.8756 ,
S1720 , 256.6159 , 27.949 ,
S1721 , 256.9665 , 28.1166 ,
S1722 , 255.5575 , 27.7778 ,
S1723 , 255.6178 , 27.484 ,
S1724 , 255.2577 , 28.1712 ,
S1725 , 254.4933 , 29.2446 ,
S1726 , 254.2744 , 28.8506 ,
S1727 , 255.9491 , 29.4679 ,
S1728 , 256.034 , 29.0754 ,
S1729 , 255.1901 , 28.8548 ,
S1730 , 255.2322 , 28.6393 ,
S1731 , 255.9997 , 28.8767 ,
S1732 , 256.2458 , 28.5223 ,
S1733 , 256.7278 , 29.4144 ,
S1734 , 257.1904 , 28.9756 ,
S1735 , 257.2719 , 28.8775 ,
S1736 , 257.0382 , 28.8101 ,
S1737 , 313.7161 , 2.2655 ,
S1738 , 313.735 , 2.4989 ,
S1739 , 312.9276 , 1.4618 ,
S1740 , 312.1342 , 2.2192 ,
S1741 , 312.6714 , 1.4837 ,
S1742 , 312.6896 , 1.8224 ,
S1743 , 312.2187 , 1.4592 ,
S1744 , 311.3458 , 2.1053 ,
S1745 , 311.7932 , 3.1416 ,
S1746 , 311.8672 , 3.2296 ,
S1747 , 312.5582 , 3.1557 ,
S1748 , 311.9791 , 2.9993 ,
S1749 , 312.9409 , 2.8582 ,
S1750 , 312.741 , 2.7825 ,
S1751 , 313.2334 , 3.1393 ,
S1752 , 313.1496 , 2.9223 ,
S1753 , 313.6513 , 3.1914 ,
S1754 , 313.6198 , 2.6598 ,
S1755 , 25.9389 , -10.0647 ,
S1756 , 25.2322 , -10.0182 ,
S1757 , 24.7818 , -8.2338 ,
S1758 , 25.5387 , -8.1243 ,
S1759 , 254.2553 , 12.0637 ,
S1760 , 253.4883 , 11.184 ,
S1761 , 253.61 , 12.3191 ,
S1762 , 253.3235 , 11.2271 ,
S1763 , 253.3116 , 11.458 ,
S1764 , 254.1468 , 12.5792 ,
S1765 , 254.1307 , 13.3667 ,
S1766 , 262.1728 , 7.3386 ,
S1767 , 279.4904 , 40.4533 ,
S1768 , 279.5161 , 41.1381 ,
S1769 , 278.8891 , 40.6077 ,
S1770 , 278.1184 , 42.1314 ,
S1771 , 280.0433 , 42.0737 ,
S1772 , 265.23 , 43.7252 ,
S1773 , 264.497 , 43.0868 ,
S1774 , 262.4333 , 44.9811 ,
S1775 , 261.7439 , 44.7784 ,
S1776 , 263.2069 , 44.5716 ,
S1777 , 264.4907 , 45.2395 ,
S1778 , 264.7466 , 44.1419 ,
S1779 , 2.433 , 24.4495 ,
S1780 , 0.9638 , 24.3091 ,
S1781 , 0.1721 , 25.0476 ,
S1782 , 2.4181 , 25.8641 ,
S1783 , 1.8976 , 28.0951 ,
S1784 , 0.2962 , 27.9989 ,
S1785 , 0.6491 , 29.1369 ,
S1786 , 1.2499 , 28.3819 ,
S1787 , 16.821 , 15.6083 ,
S1788 , 16.8237 , 16.1744 ,
S1789 , 123.4598 , -7.8538 ,
S1790 , 123.1291 , -8.0949 ,
S1791 , 124.1232 , -7.3384 ,
S1792 , 128.1034 , -5.413 ,
S1793 , 127.6417 , -5.0098 ,
S1794 , 127.002 , -5.0717 ,
S1795 , 128.2718 , -3.9193 ,
S1796 , 129.1633 , -4.3986 ,
S1797 , 255.0808 , 27.4454 ,
S1798 , 256.3775 , 29.1474 ,
S1799 , 257.0297 , 29.309 ,
S1800 , 8.8067 , -18.9728 ,
S1801 , 8.2715 , -18.9852 ,
S1802 , 8.2972 , -18.4726 ,
S1803 , 7.7472 , -18.7338 ,
S1804 , 7.5121 , -19.151 ,
S1805 , 7.3954 , -18.3708 ,
S1806 , 7.2339 , -18.5013 ,
S1807 , 6.9909 , -18.7085 ,
S1808 , 6.7017 , -18.4261 ,
S1809 , 7.7555 , -18.162 ,
S1810 , 7.9597 , -17.1489 ,
S1811 , 8.982 , -18.0241 ,
S1812 , 19.8247 , -9.9742 ,
S1813 , 19.2614 , -9.9471 ,
S1814 , 18.1675 , -10.4885 ,
S1815 , 17.8145 , -9.7576 ,
S1816 , 17.9913 , -10.4103 ,
S1817 , 17.9953 , -10.6355 ,
S1818 , 17.4856 , -10.0449 ,
S1819 , 17.5586 , -9.0193 ,
S1820 , 17.8343 , -9.22 ,
S1821 , 19.2716 , -9.5212 ,
S1822 , 18.8681 , -8.8435 ,
S1823 , 18.849 , -8.7402 ,
S1824 , 20.1038 , -9.6985 ,
S1825 , 24.7465 , -8.2168 ,
S1826 , 25.3865 , -8.1393 ,
S1827 , 25.5147 , -8.9297 ,
S1828 , 26.0896 , -9.1213 ,
S1829 , 30.3991 , -0.9378 ,
S1830 , 30.2231 , -1.1695 ,
S1831 , 30.1528 , -0.3094 ,
S1832 , 30.1393 , -0.1774 ,
S1833 , 29.9608 , -0.6219 ,
S1834 , 29.7355 , -0.2412 ,
S1835 , 28.9094 , -0.1221 ,
S1836 , 29.3361 , -1.207 ,
S1837 , 30.7473 , 1.2355 ,
S1838 , 150.9518 , -0.526 ,
S1839 , 149.4024 , -1.1946 ,
S1840 , 149.3628 , -1.1467 ,
S1841 , 148.8506 , -0.6615 ,
S1842 , 148.7424 , -0.5593 ,
S1843 , 149.3731 , 0.8785 ,
S1844 , 149.0831 , 0.3253 ,
S1845 , 150.2761 , 0.4763 ,
S1846 , 150.0903 , 0.7899 ,
S1847 , 151.1127 , 0.1886 ,
S1848 , 150.8013 , 1.0046 ,
S1849 , 157.7012 , 17.2356 ,
S1850 , 157.3421 , 17.2236 ,
S1851 , 157.3742 , 17.5963 ,
S1852 , 155.733 , 16.9109 ,
S1853 , 155.4149 , 18.5944 ,
S1854 , 155.6336 , 17.9676 ,
S1855 , 155.725 , 17.9114 ,
S1856 , 155.7102 , 18.1163 ,
S1857 , 156.1276 , 18.0633 ,
S1858 , 157.2642 , 18.1618 ,
S1859 , 157.6583 , 18.3917 ,
S1860 , 157.5695 , 8.3983 ,
S1861 , 157.0066 , 8.626 ,
S1862 , 156.1052 , 7.5451 ,
S1863 , 155.7642 , 7.7476 ,
S1864 , 155.4308 , 7.9928 ,
S1865 , 156.3185 , 9.8939 ,
S1866 , 157.206 , 10.127 ,
S1867 , 157.6619 , 8.8388 ,
S1868 , 165.1493 , 27.7972 ,
S1869 , 164.1795 , 27.8873 ,
S1870 , 163.9838 , 28.3983 ,
S1871 , 164.6951 , 28.9262 ,
S1872 , 167.99 , 38.3506 ,
S1873 , 166.2935 , 37.8532 ,
S1874 , 165.7016 , 39.2529 ,
S1875 , 167.0079 , 39.3341 ,
S1876 , 167.7235 , 38.6321 ,
S1877 , 167.684 , 39.6018 ,
S1878 , 168.4153 , 38.5569 ,
S1879 , 168.648 , 39.0481 ,
S1880 , 170.1042 , 18.2895 ,
S1881 , 169.7744 , 18.3169 ,
S1882 , 169.4807 , 18.2358 ,
S1883 , 169.179 , 19.1497 ,
S1884 , 168.7327 , 18.8241 ,
S1885 , 168.475 , 18.3527 ,
S1886 , 168.1615 , 19.2729 ,
S1887 , 169.2154 , 20.4013 ,
S1888 , 169.7725 , 19.6377 ,
S1889 , 170.0308 , 20.3659 ,
S1890 , 174.8584 , 66.0241 ,
S1891 , 169.7318 , 67.6784 ,
S1892 , 170.2048 , 67.9208 ,
S1893 , 170.4406 , 67.8724 ,
S1894 , 169.6858 , 67.2475 ,
S1895 , 171.9696 , 67.507 ,
S1896 , 169.6764 , -13.1933 ,
S1897 , 169.6876 , -12.7772 ,
S1898 , 168.9588 , -12.1353 ,
S1899 , 168.5421 , -12.4116 ,
S1900 , 168.4921 , -12.6498 ,
S1901 , 168.8846 , -11.339 ,
S1902 , 169.3971 , -10.9321 ,
S1903 , 169.7745 , -11.4712 ,
S1904 , 169.7128 , -11.5197 ,
S1905 , 170.127 , -11.4291 ,
S1906 , 173.121 , -8.0497 ,
S1907 , 172.9566 , -7.7938 ,
S1908 , 172.2756 , -8.8599 ,
S1909 , 172.2773 , -8.0698 ,
S1910 , 172.3216 , -7.6951 ,
S1911 , 172.4218 , -7.9718 ,
S1912 , 171.5533 , -7.8749 ,
S1913 , 171.5119 , -7.6741 ,
S1914 , 171.3074 , -8.3705 ,
S1915 , 171.1031 , -7.1448 ,
S1916 , 171.3818 , -6.9453 ,
S1917 , 172.2524 , -6.8315 ,
S1918 , 173.1561 , -7.3694 ,
S1919 , 173.4637 , -6.9801 ,
S1920 , 175.2037 , -0.1828 ,
S1921 , 174.4011 , -1.1396 ,
S1922 , 174.4697 , -0.6251 ,
S1923 , 174.0065 , -1.2327 ,
S1924 , 174.5044 , -0.418 ,
S1925 , 173.6937 , -0.7759 ,
S1926 , 173.2045 , -1.0933 ,
S1927 , 173.306 , 1.0299 ,
S1928 , 175.012 , 0.8153 ,
S1929 , 19.566 , -10.404 ,
S1930 , 19.5297 , -10.2931 ,
S1931 , 18.9896 , -10.7145 ,
S1932 , 18.9921 , -10.6151 ,
S1933 , 19.0215 , -10.5016 ,
S1934 , 19.3347 , -10.2218 ,
S1935 , 18.6548 , -10.8896 ,
S1936 , 18.8242 , -10.5518 ,
S1937 , 18.5672 , -10.1647 ,
S1938 , 18.3623 , -10.2721 ,
S1939 , 18.1806 , -9.8736 ,
S1940 , 17.512 , -10.1785 ,
S1941 , 17.4153 , -9.6382 ,
S1942 , 18.1636 , -8.5773 ,
S1943 , 18.2921 , -8.8496 ,
S1944 , 18.3498 , -8.7769 ,
S1945 , 18.0199 , -9.1456 ,
S1946 , 18.1719 , -9.3116 ,
S1947 , 18.5369 , -8.5239 ,
S1948 , 18.6114 , -8.6226 ,
S1949 , 18.7197 , -9.4461 ,
S1950 , 26.1313 , -10.3839 ,
S1951 , 26.5166 , -9.9445 ,
S1952 , 25.0063 , -9.8298 ,
S1953 , 24.3948 , -9.8867 ,
S1954 , 24.5944 , -9.9637 ,
S1955 , 24.0401 , -10.0476 ,
S1956 , 24.2781 , -10.4233 ,
S1957 , 24.195 , -9.4381 ,
S1958 , 24.3951 , -8.3041 ,
S1959 , 24.0127 , -8.8748 ,
S1960 , 23.8361 , -9.1943 ,
S1961 , 24.6726 , -8.3654 ,
S1962 , 24.5979 , -8.5399 ,
S1963 , 24.3175 , -8.9979 ,
S1964 , 24.7801 , -8.5489 ,
S1965 , 24.6492 , -9.0531 ,
S1966 , 24.719 , -9.0921 ,
S1967 , 24.6744 , -9.3818 ,
S1968 , 24.7945 , -9.3946 ,
S1969 , 25.0463 , -8.798 ,
S1970 , 25.1281 , -9.3125 ,
S1971 , 25.6877 , -8.2549 ,
S1972 , 31.2288 , -0.041 ,
S1973 , 29.8446 , -0.142 ,
S1974 , 29.7952 , -0.614 ,
S1975 , 29.3253 , -0.4602 ,
S1976 , 29.1221 , -0.382 ,
S1977 , 29.2647 , -0.9018 ,
S1978 , 29.2411 , -0.6734 ,
S1979 , 28.9643 , 0.8717 ,
S1980 , 29.6497 , 0.7223 ,
S1981 , 29.8694 , 0.7444 ,
S1982 , 30.0721 , 1.1651 ,
S1983 , 30.8425 , 1.0366 ,
S1984 , 150.9664 , -1.0938 ,
S1985 , 151.1798 , -0.2651 ,
S1986 , 151.2618 , -0.4384 ,
S1987 , 150.3246 , -0.072 ,
S1988 , 149.6525 , -0.9629 ,
S1989 , 148.5985 , 0.264 ,
S1990 , 148.6071 , 0.2931 ,
S1991 , 149.5254 , 0.908 ,
S1992 , 148.9553 , 0.4376 ,
S1993 , 149.3228 , 0.2204 ,
S1994 , 158.0393 , 17.6044 ,
S1995 , 157.4657 , 17.5622 ,
S1996 , 156.3475 , 16.8957 ,
S1997 , 156.3145 , 16.6739 ,
S1998 , 156.3614 , 17.0294 ,
S1999 , 156.5197 , 17.09 ,
S2000 , 156.4592 , 17.6787 ,
S2001 , 156.1541 , 17.09 ,
S2002 , 156.0142 , 17.5346 ,
S2003 , 155.6373 , 17.1477 ,
S2004 , 155.7588 , 17.4341 ,
S2005 , 155.548 , 16.6557 ,
S2006 , 155.4931 , 16.8386 ,
S2007 , 155.7655 , 18.6191 ,
S2008 , 156.4196 , 18.9796 ,
S2009 , 156.6531 , 19.0065 ,
S2010 , 156.4554 , 18.8339 ,
S2011 , 156.2256 , 18.0823 ,
S2012 , 156.7455 , 17.9695 ,
S2013 , 157.6658 , 17.9157 ,
S2014 , 157.5455 , 18.7526 ,
S2015 , 157.2654 , 18.495 ,
S2016 , 157.732 , 7.8529 ,
S2017 , 156.1944 , 7.649 ,
S2018 , 155.2894 , 8.295 ,
S2019 , 155.3618 , 8.5021 ,
S2020 , 155.8832 , 8.8575 ,
S2021 , 155.6404 , 9.0982 ,
S2022 , 155.9611 , 9.2123 ,
S2023 , 156.9495 , 10.1057 ,
S2024 , 157.9365 , 9.3035 ,
S2025 , 158.0955 , 8.9828 ,
S2026 , 157.8083 , 8.8085 ,
S2027 , 166.3085 , 27.8913 ,
S2028 , 167.0637 , 28.5139 ,
S2029 , 166.4615 , 28.0181 ,
S2030 , 164.9059 , 28.3154 ,
S2031 , 164.8909 , 28.2226 ,
S2032 , 164.9806 , 29.5623 ,
S2033 , 165.9839 , 29.6796 ,
S2034 , 165.775 , 29.3738 ,
S2035 , 166.196 , 29.2525 ,
S2036 , 166.31 , 29.2481 ,
S2037 , 166.4073 , 29.2079 ,
S2038 , 166.2874 , 28.8415 ,
S2039 , 169.6027 , 18.5252 ,
S2040 , 169.9043 , 19.242 ,
S2041 , 169.2055 , 18.3877 ,
S2042 , 168.9998 , 18.6194 ,
S2043 , 168.7921 , 18.6196 ,
S2044 , 169.3259 , 19.0319 ,
S2045 , 168.5051 , 18.9911 ,
S2046 , 168.5505 , 18.9967 ,
S2047 , 168.6361 , 18.0979 ,
S2048 , 168.4337 , 18.3523 ,
S2049 , 169.1467 , 20.0881 ,
S2050 , 169.2735 , 20.2861 ,
S2051 , 169.1815 , 20.2197 ,
S2052 , 169.1901 , 20.5026 ,
S2053 , 168.5347 , 19.4704 ,
S2054 , 168.6181 , 19.5891 ,
S2055 , 169.6769 , 19.6153 ,
S2056 , 169.5927 , 19.8611 ,
S2057 , 169.4702 , 19.6565 ,
S2058 , 169.957 , 20.4144 ,
S2059 , 170.8859 , 67.3527 ,
S2060 , 171.1399 , -11.988 ,
S2061 , 169.937 , -12.4052 ,
S2062 , 169.7076 , -12.4446 ,
