name, ra,  dec,
S2736 , 16.1717 , -9.3623 ,
S2737 , 16.7557 , -9.3842 ,
S2738 , 16.8723 , -8.7871 ,
S2739 , 16.9293 , -8.9841 ,
S2740 , 16.9172 , -9.0056 ,
S2741 , 17.0359 , -8.8315 ,
S2742 , 17.0485 , -8.9256 ,
S2743 , 17.2778 , -8.6225 ,
S2744 , 20.16 , 6.7905 ,
S2745 , 19.4815 , 6.1939 ,
S2746 , 19.7252 , 6.7666 ,
S2747 , 19.6721 , 7.0116 ,
S2748 , 19.0545 , 6.2933 ,
S2749 , 18.58 , 7.3782 ,
S2750 , 18.3188 , 7.2245 ,
S2751 , 18.1618 , 7.3122 ,
S2752 , 18.4832 , 6.5547 ,
S2753 , 17.7652 , 8.1814 ,
S2754 , 17.8447 , 7.6775 ,
S2755 , 18.247 , 8.1302 ,
S2756 , 18.1363 , 7.9445 ,
S2757 , 18.2542 , 7.9731 ,
S2758 , 19.0041 , 8.1832 ,
S2759 , 19.0781 , 7.7461 ,
S2760 , 19.5338 , 8.0213 ,
S2761 , 19.6533 , 8.0321 ,
S2762 , 19.9092 , 8.0229 ,
S2763 , 13.6277 , -0.1889 ,
S2764 , 12.8137 , -0.4137 ,
S2765 , 12.164 , -0.2519 ,
S2766 , 12.1787 , -1.0333 ,
S2767 , 11.7958 , -0.0658 ,
S2768 , 12.5847 , 1.156 ,
S2769 , 12.821 , 1.2326 ,
S2770 , 13.2335 , 0.7132 ,
S2771 , 15.7817 , -0.5378 ,
S2772 , 15.8487 , -0.1868 ,
S2773 , 15.5874 , -0.4811 ,
S2774 , 15.5715 , -0.3538 ,
S2775 , 15.6211 , -0.669 ,
S2776 , 15.3859 , -0.5995 ,
S2777 , 15.2658 , -0.1161 ,
S2778 , 14.3884 , -0.4301 ,
S2779 , 14.4785 , -1.1495 ,
S2780 , 13.9369 , 0.0727 ,
S2781 , 14.0418 , -1.2007 ,
S2782 , 13.9918 , -0.9398 ,
S2783 , 13.768 , 0.1033 ,
S2784 , 13.7905 , -0.3759 ,
S2785 , 13.7825 , -0.6677 ,
S2786 , 14.0245 , 0.7798 ,
S2787 , 14.3577 , 0.4257 ,
S2788 , 15.7684 , 0.2307 ,
S2789 , 29.7974 , 12.8357 ,
S2790 , 29.9192 , 12.7073 ,
S2791 , 30.2623 , 13.31 ,
S2792 , 29.4956 , 12.9226 ,
S2793 , 29.7997 , 13.5251 ,
S2794 , 29.0687 , 12.8926 ,
S2795 , 29.0521 , 12.6462 ,
S2796 , 29.1055 , 13.1225 ,
S2797 , 29.4745 , 13.7251 ,
S2798 , 28.7869 , 12.5888 ,
S2799 , 28.8371 , 13.3014 ,
S2800 , 28.7501 , 13.7881 ,
S2801 , 28.6605 , 13.6184 ,
S2802 , 28.2446 , 12.8454 ,
S2803 , 27.7337 , 13.061 ,
S2804 , 28.8142 , 14.3588 ,
S2805 , 29.5004 , 13.8949 ,
S2806 , 18.9564 , 17.1661 ,
S2807 , 17.9023 , 17.4066 ,
S2808 , 17.3476 , 17.5004 ,
S2809 , 16.8588 , 17.7038 ,
S2810 , 16.8192 , 17.5972 ,
S2811 , 16.9897 , 17.9566 ,
S2812 , 18.0881 , 18.7269 ,
S2813 , 17.7982 , 18.0518 ,
S2814 , 18.3254 , 18.1979 ,
S2815 , 18.6103 , 18.2903 ,
S2816 , 31.9815 , 5.7486 ,
S2817 , 32.0594 , 5.8537 ,
S2818 , 31.9495 , 6.588 ,
S2819 , 31.1984 , 5.4803 ,
S2820 , 31.1902 , 6.0002 ,
S2821 , 31.6957 , 6.6227 ,
S2822 , 31.0039 , 6.5962 ,
S2823 , 30.8708 , 6.6693 ,
S2824 , 30.3039 , 6.7471 ,
S2825 , 29.8488 , 6.3515 ,
S2826 , 29.8735 , 6.0475 ,
S2827 , 30.0993 , 5.8115 ,
S2828 , 29.6489 , 7.0736 ,
S2829 , 29.6141 , 7.129 ,
S2830 , 30.0392 , 7.3528 ,
S2831 , 30.208 , 7.1971 ,
S2832 , 30.6746 , 7.5382 ,
S2833 , 30.6158 , 6.9917 ,
S2834 , 31.1639 , 7.4331 ,
S2835 , 31.1581 , 7.1586 ,
S2836 , 31.4632 , 7.2608 ,
S2837 , 31.6613 , 6.6971 ,
S2838 , 31.5829 , 7.3962 ,
S2839 , 31.7728 , 7.0921 ,
S2840 , 31.9881 , 7.7831 ,
S2841 , 32.1814 , 7.5231 ,
S2842 , 32.3593 , 6.5256 ,
S2843 , 32.2873 , 6.7302 ,
S2844 , 58.9709 , 10.8516 ,
S2845 , 58.6194 , 10.9769 ,
S2846 , 58.6236 , 12.6805 ,
S2847 , 59.2616 , 12.2333 ,
S2848 , 36.2725 , -9.1556 ,
S2849 , 35.4193 , -9.8062 ,
S2850 , 35.2808 , -8.8923 ,
S2851 , 34.5673 , -9.9361 ,
S2852 , 34.2912 , -9.1428 ,
S2853 , 34.3588 , -8.6243 ,
S2854 , 34.4967 , -9.4268 ,
S2855 , 34.211 , -8.3624 ,
S2856 , 34.7259 , -7.9792 ,
S2857 , 35.5216 , -8.1336 ,
S2858 , 35.9434 , -8.5312 ,
S2859 , 74.6758 , -5.1491 ,
S2860 , 72.0493 , -4.6396 ,
S2861 , 72.2395 , -4.4993 ,
S2862 , 73.9472 , -4.5591 ,
S2863 , 73.7727 , -3.4237 ,
S2864 , 74.5602 , -4.5513 ,
S2865 , 40.054 , -0.9144 ,
S2866 , 39.7142 , -0.182 ,
S2867 , 39.4749 , -0.4221 ,
S2868 , 39.3117 , -0.4858 ,
S2869 , 39.3954 , -0.3443 ,
S2870 , 39.0375 , 0.0359 ,
S2871 , 38.6796 , -0.1752 ,
S2872 , 38.4252 , -0.2161 ,
S2873 , 38.3763 , -0.1484 ,
S2874 , 38.6247 , -1.208 ,
S2875 , 38.5119 , -1.1277 ,
S2876 , 38.2241 , -0.6148 ,
S2877 , 38.2067 , -0.8294 ,
S2878 , 37.9809 , -0.9538 ,
S2879 , 38.1395 , -0.4933 ,
S2880 , 38.2086 , 1.1159 ,
S2881 , 38.9789 , 0.909 ,
S2882 , 38.9535 , 1.0963 ,
S2883 , 39.1627 , 0.6002 ,
S2884 , 39.2076 , 1.0174 ,
S2885 , 39.0321 , 0.6896 ,
S2886 , 39.6968 , 0.4714 ,
S2887 , 39.6237 , 0.2343 ,
S2888 , 39.6736 , 0.0658 ,
S2889 , 39.4511 , 0.6258 ,
S2890 , 39.9898 , 0.1343 ,
S2891 , 39.7917 , 1.185 ,
S2892 , 40.3547 , -0.2525 ,
S2893 , 40.2027 , 0.2316 ,
S2894 , 40.3972 , -0.0323 ,
S2895 , 40.22 , 0.6854 ,
S2896 , 39.968 , 0.6365 ,
S2897 , 37.3904 , -0.8826 ,
S2898 , 37.7167 , -0.9797 ,
S2899 , 38.022 , -0.322 ,
S2900 , 37.8412 , -0.5586 ,
S2901 , 37.6892 , -0.5306 ,
S2902 , 37.0101 , -0.8864 ,
S2903 , 36.4646 , -0.2906 ,
S2904 , 36.5381 , -1.1042 ,
S2905 , 36.1404 , -1.0834 ,
S2906 , 36.1059 , -0.0463 ,
S2907 , 35.8321 , -1.0626 ,
S2908 , 35.924 , -0.6301 ,
S2909 , 35.6445 , -0.6114 ,
S2910 , 35.9039 , 0.8604 ,
S2911 , 35.7235 , 0.5825 ,
S2912 , 36.121 , 1.0194 ,
S2913 , 36.8461 , 1.0817 ,
S2914 , 36.9272 , 0.9253 ,
S2915 , 37.2255 , 1.1459 ,
S2916 , 37.6254 , 0.0047 ,
S2917 , 37.4813 , 0.1469 ,
S2918 , 38.132 , 0.3131 ,
S2919 , 37.806 , 0.3178 ,
S2920 , 37.82 , 0.9147 ,
S2921 , 339.8102 , 13.4035 ,
S2922 , 339.0758 , 14.2499 ,
S2923 , 339.7012 , 14.4939 ,
S2924 , 339.7849 , 13.8338 ,
S2925 , 340.0166 , 14.0707 ,
S2926 , 339.1771 , 12.9226 ,
S2927 , 339.0678 , 12.7555 ,
S2928 , 338.0083 , 12.4382 ,
S2929 , 337.6359 , 13.2281 ,
S2930 , 337.4779 , 13.3593 ,
S2931 , 337.5616 , 12.839 ,
S2932 , 337.2761 , 12.9269 ,
S2933 , 337.0446 , 14.4307 ,
S2934 , 338.12 , 13.6362 ,
S2935 , 338.2096 , 13.5717 ,
S2936 , 338.6422 , 13.3423 ,
S2937 , 338.023 , 14.2577 ,
S2938 , 338.8458 , 14.172 ,
S2939 , 356.3899 , 13.8537 ,
S2940 , 356.3006 , 13.8327 ,
S2941 , 355.8159 , 13.9755 ,
S2942 , 355.3232 , 14.2647 ,
S2943 , 355.4211 , 14.4654 ,
S2944 , 355.0678 , 13.5741 ,
S2945 , 355.391 , 13.7367 ,
S2946 , 354.5575 , 14.4217 ,
S2947 , 354.2099 , 14.8723 ,
S2948 , 354.906 , 15.8061 ,
S2949 , 354.4991 , 15.1728 ,
S2950 , 355.48 , 15.8297 ,
S2951 , 355.4495 , 14.8218 ,
S2952 , 355.6699 , 15.4597 ,
S2953 , 356.0613 , 15.8123 ,
S2954 , 357.0367 , 14.6631 ,
S2955 , 358.6122 , 13.9705 ,
S2956 , 358.5321 , 14.3474 ,
S2957 , 358.1593 , 14.1292 ,
S2958 , 357.5268 , 14.455 ,
S2959 , 357.3831 , 14.8367 ,
S2960 , 357.4224 , 14.5574 ,
S2961 , 357.7351 , 13.7812 ,
S2962 , 356.9799 , 14.1913 ,
S2963 , 357.4219 , 15.3687 ,
S2964 , 357.5797 , 16.0012 ,
S2965 , 357.581 , 15.6775 ,
S2966 , 357.8116 , 15.2435 ,
S2967 , 358.8713 , 14.9313 ,
S2968 , 358.9647 , 15.112 ,
S2969 , 359.2205 , 14.777 ,
S2970 , 11.5094 , 14.1302 ,
S2971 , 11.8855 , 14.4965 ,
S2972 , 11.2855 , 13.8494 ,
S2973 , 11.7779 , 14.5328 ,
S2974 , 11.5859 , 14.6512 ,
S2975 , 10.9482 , 14.7849 ,
S2976 , 10.5046 , 13.7703 ,
S2977 , 11.1636 , 15.8752 ,
S2978 , 10.9367 , 15.4559 ,
S2979 , 10.1951 , 14.554 ,
S2980 , 9.2402 , 14.7525 ,
S2981 , 8.5221 , 14.7582 ,
S2982 , 8.2554 , 14.1873 ,
S2983 , 7.7264 , 15.5101 ,
S2984 , 7.9809 , 15.1812 ,
S2985 , 8.7565 , 15.7922 ,
S2986 , 8.8071 , 16.1833 ,
S2987 , 9.0225 , 15.9421 ,
S2988 , 8.3543 , 15.5726 ,
S2989 , 9.1828 , 16.0174 ,
S2990 , 9.1384 , 15.8258 ,
S2991 , 9.3591 , 15.7052 ,
S2992 , 9.2704 , 16.1158 ,
S2993 , 9.1148 , 15.8908 ,
S2994 , 9.6436 , 15.3758 ,
S2995 , 9.4668 , 15.7578 ,
S2996 , 9.5349 , 15.6692 ,
S2997 , 9.6226 , 16.1482 ,
S2998 , 10.0666 , 15.7409 ,
S2999 , 1.9057 , -7.8423 ,
S3000 , 2.0512 , -8.2094 ,
S3001 , 2.2259 , -7.0571 ,
S3002 , 1.9532 , -6.7981 ,
S3003 , 1.5003 , -7.0028 ,
S3004 , 1.6537 , -6.7579 ,
S3005 , 1.6213 , -8.0834 ,
S3006 , 1.3323 , -7.5974 ,
S3007 , 1.3293 , -7.8078 ,
S3008 , 0.8219 , -6.8027 ,
S3009 , 1.2111 , -5.6407 ,
S3010 , 0.8973 , -6.173 ,
S3011 , 1.5572 , -6.6072 ,
S3012 , 1.9697 , -6.4858 ,
S3013 , 2.6787 , -5.995 ,
S3014 , 3.1203 , -7.0617 ,
S3015 , 2.8542 , -5.9346 ,
S3016 , 9.4333 , 24.3806 ,
S3017 , 9.0227 , 24.6121 ,
S3018 , 8.5617 , 24.5702 ,
S3019 , 8.131 , 23.9139 ,
S3020 , 7.8662 , 24.3236 ,
S3021 , 7.988 , 24.9922 ,
S3022 , 6.9919 , 23.946 ,
S3023 , 6.7243 , 24.263 ,
S3024 , 7.0794 , 26.0224 ,
S3025 , 8.2353 , 25.9097 ,
S3026 , 8.1224 , 25.9274 ,
S3027 , 8.8173 , 25.5961 ,
S3028 , 9.2113 , 25.0306 ,
S3029 , 9.4997 , 25.1098 ,
S3030 , 305.9587 , -13.8023 ,
S3031 , 306.1115 , -13.9139 ,
S3032 , 305.8121 , -13.6675 ,
S3033 , 305.4465 , -14.342 ,
S3034 , 305.1862 , -13.4064 ,
S3035 , 304.7787 , -13.9975 ,
S3036 , 304.8052 , -13.9789 ,
S3037 , 304.5438 , -11.7805 ,
S3038 , 304.2676 , -11.9853 ,
S3039 , 304.2366 , -12.4688 ,
S3040 , 304.7927 , -12.4549 ,
S3041 , 304.5596 , -12.2402 ,
S3042 , 304.5417 , -12.6954 ,
S3043 , 304.553 , -12.8407 ,
S3044 , 305.2783 , -12.406 ,
S3045 , 305.3071 , -12.8555 ,
S3046 , 305.8183 , -12.9215 ,
S3047 , 303.6205 , -12.3285 ,
S3048 , 303.4865 , -12.3762 ,
S3049 , 303.2145 , -12.684 ,
S3050 , 303.287 , -12.9587 ,
S3051 , 302.66 , -12.6216 ,
S3052 , 302.7218 , -13.2044 ,
S3053 , 302.1324 , -12.5046 ,
S3054 , 302.4158 , -11.2106 ,
S3055 , 302.0229 , -11.938 ,
S3056 , 302.9334 , -11.3696 ,
S3057 , 302.6825 , -11.7686 ,
S3058 , 303.317 , -11.5499 ,
S3059 , 303.8398 , -11.9473 ,
S3060 , 303.8262 , -12.2541 ,
S3061 , 303.6119 , -12.0123 ,
S3062 , 303.5208 , -11.8711 ,
S3063 , 304.1122 , -11.7961 ,
S3064 , 303.9266 , -11.0127 ,
S3065 , 303.8056 , -11.5192 ,
S3066 , 331.5146 , 5.195 ,
S3067 , 331.5117 , 5.3704 ,
S3068 , 331.815 , 5.7641 ,
S3069 , 331.1302 , 5.2622 ,
S3070 , 331.1185 , 5.2973 ,
S3071 , 331.3456 , 5.8295 ,
S3072 , 330.7508 , 5.4872 ,
S3073 , 330.7646 , 5.449 ,
S3074 , 330.9076 , 6.0827 ,
S3075 , 330.5194 , 5.1737 ,
S3076 , 330.7401 , 6.0918 ,
S3077 , 330.1296 , 5.701 ,
S3078 , 329.7106 , 6.2495 ,
S3079 , 329.8483 , 6.8692 ,
S3080 , 329.9982 , 7.305 ,
S3081 , 329.8209 , 6.7048 ,
S3082 , 330.7372 , 7.1898 ,
S3083 , 330.4531 , 7.3366 ,
S3084 , 330.4308 , 6.8489 ,
S3085 , 331.0164 , 6.3821 ,
S3086 , 331.0201 , 6.6566 ,
S3087 , 331.257 , 6.9444 ,
S3088 , 331.4285 , 6.9052 ,
S3089 , 331.8078 , 6.3373 ,
S3090 , 331.8062 , 7.0268 ,
S3091 , 331.8894 , 6.5115 ,
S3092 , 354.7289 , -1.0811 ,
S3093 , 354.4948 , -0.8014 ,
S3094 , 354.4743 , -0.3535 ,
S3095 , 353.7827 , -0.8888 ,
S3096 , 353.7482 , -0.2681 ,
S3097 , 353.545 , -0.3607 ,
S3098 , 352.9668 , -0.1349 ,
S3099 , 352.843 , -0.2923 ,
S3100 , 352.4853 , -0.028 ,
S3101 , 352.979 , 1.0282 ,
S3102 , 353.2738 , 0.7615 ,
S3103 , 352.6402 , 0.7472 ,
S3104 , 353.5615 , 0.9702 ,
S3105 , 353.5619 , 0.9246 ,
S3106 , 353.3813 , 0.499 ,
S3107 , 353.9091 , 0.7248 ,
S3108 , 354.0805 , 0.2894 ,
S3109 , 354.5058 , 0.6707 ,
S3110 , 354.6012 , 0.4881 ,
S3111 , 355.049 , 0.683 ,
S3112 , 344.0854 , -0.6977 ,
S3113 , 344.1732 , -0.5535 ,
S3114 , 344.2094 , -0.244 ,
S3115 , 343.5372 , -1.2318 ,
S3116 , 343.8388 , -0.5078 ,
S3117 , 343.299 , -1.0917 ,
S3118 , 343.3809 , -0.7379 ,
S3119 , 343.4532 , -0.3011 ,
S3120 , 343.6124 , -0.0254 ,
S3121 , 342.9518 , -1.1364 ,
S3122 , 343.0474 , -0.7444 ,
S3123 , 343.2297 , -1.0979 ,
S3124 , 343.254 , -0.5221 ,
S3125 , 343.2404 , -0.4591 ,
S3126 , 342.9503 , -0.4894 ,
S3127 , 342.7948 , -0.4871 ,
S3128 , 342.6711 , -0.9045 ,
S3129 , 342.283 , -0.276 ,
S3130 , 342.5273 , -1.2568 ,
S3131 , 342.4963 , -0.9778 ,
S3132 , 342.3923 , -1.0742 ,
S3133 , 342.2827 , -1.1347 ,
S3134 , 341.7863 , -0.2385 ,
S3135 , 342.245 , 0.5814 ,
S3136 , 342.2506 , 0.4425 ,
S3137 , 342.8153 , 1.1151 ,
S3138 , 343.2053 , 1.1476 ,
S3139 , 343.1558 , 0.7395 ,
S3140 , 343.187 , 0.9858 ,
S3141 , 343.0119 , 0.3052 ,
S3142 , 342.8387 , 0.3854 ,
S3143 , 342.8835 , 0.2166 ,
S3144 , 343.5717 , 0.1328 ,
S3145 , 343.5482 , 0.0219 ,
S3146 , 343.7621 , 0.165 ,
S3147 , 343.7796 , 0.9591 ,
S3148 , 344.1067 , 0.0821 ,
S3149 , 344.2125 , -0.0653 ,
S3150 , 344.2636 , 0.6196 ,
S3151 , 344.5081 , -0.0747 ,
S3152 , 355.8998 , -10.668 ,
S3153 , 356.0046 , -10.6468 ,
S3154 , 355.8441 , -10.7757 ,
S3155 , 356.4286 , -10.2751 ,
S3156 , 355.5255 , -11.0889 ,
S3157 , 356.1067 , -10.2941 ,
S3158 , 355.7628 , -9.9022 ,
S3159 , 355.1211 , -10.8694 ,
S3160 , 355.2502 , -10.7681 ,
S3161 , 355.6343 , -10.3678 ,
S3162 , 355.6122 , -9.9701 ,
S3163 , 355.0961 , -10.8838 ,
S3164 , 355.1881 , -9.9689 ,
S3165 , 355.1349 , -10.2905 ,
S3166 , 354.8439 , -10.934 ,
S3167 , 354.7306 , -10.7826 ,
S3168 , 354.2076 , -9.7044 ,
S3169 , 354.2857 , -10.8305 ,
S3170 , 354.0589 , -10.9938 ,
S3171 , 353.9117 , -10.4025 ,
S3172 , 354.295 , -9.1488 ,
S3173 , 355.4683 , -9.1888 ,
S3174 , 355.0743 , -9.3005 ,
S3175 , 355.3057 , -9.531 ,
S3176 , 355.6992 , -9.3741 ,
S3177 , 355.6478 , -8.6493 ,
S3178 , 355.6498 , -9.183 ,
S3179 , 356.3715 , -9.4511 ,
S3180 , 353.6279 , -10.6238 ,
S3181 , 353.4419 , -10.6227 ,
S3182 , 353.7049 , -9.9895 ,
S3183 , 352.5365 , -10.8341 ,
S3184 , 352.6253 , -10.4014 ,
S3185 , 352.6991 , -10.3327 ,
S3186 , 352.3128 , -10.337 ,
S3187 , 352.2244 , -10.4177 ,
S3188 , 352.1173 , -10.561 ,
S3189 , 351.6279 , -10.4737 ,
S3190 , 352.0139 , -9.0097 ,
S3191 , 351.6709 , -8.9952 ,
S3192 , 351.8425 , -9.1421 ,
S3193 , 352.2899 , -9.3329 ,
S3194 , 352.3596 , -9.7222 ,
S3195 , 352.8146 , -8.6683 ,
S3196 , 352.6841 , -9.1543 ,
S3197 , 352.5523 , -9.4939 ,
S3198 , 353.0741 , -9.8033 ,
S3199 , 353.0844 , -9.2234 ,
S3200 , 353.0308 , -9.6615 ,
S3201 , 353.9732 , -9.9611 ,
S3202 , 334.2887 , -0.6237 ,
S3203 , 334.1123 , -0.5826 ,
S3204 , 333.9538 , -0.4834 ,
S3205 , 333.5576 , -0.6088 ,
S3206 , 333.1273 , -0.4559 ,
S3207 , 332.6329 , 0.1127 ,
S3208 , 332.8455 , -0.2309 ,
S3209 , 332.5291 , -0.2429 ,
S3210 , 332.074 , -0.0234 ,
S3211 , 331.7548 , -0.2048 ,
S3212 , 332.5802 , 0.7305 ,
S3213 , 332.3153 , 0.807 ,
S3214 , 332.4977 , 0.7649 ,
S3215 , 331.9159 , 0.7309 ,
S3216 , 332.6142 , 0.7861 ,
S3217 , 333.1061 , 0.9745 ,
S3218 , 332.9343 , 0.4067 ,
S3219 , 333.2295 , 0.645 ,
S3220 , 333.828 , 0.3674 ,
S3221 , 333.6393 , 1.1469 ,
S3222 , 334.1109 , 0.1742 ,
S3223 , 334.1043 , 0.5691 ,
S3224 , 130.1792 , 24.8112 ,
S3225 , 130.3378 , 24.444 ,
S3226 , 129.8708 , 24.5057 ,
S3227 , 130.2737 , 25.1584 ,
S3228 , 129.7095 , 24.3613 ,
S3229 , 129.6162 , 24.8867 ,
S3230 , 129.6099 , 24.9221 ,
S3231 , 129.1433 , 25.4896 ,
S3232 , 129.0799 , 25.2941 ,
S3233 , 129.1164 , 24.7334 ,
S3234 , 128.7335 , 24.7229 ,
S3235 , 128.3781 , 26.2908 ,
S3236 , 129.5381 , 26.632 ,
S3237 , 129.795 , 26.9909 ,
S3238 , 130.3605 , 26.6907 ,
S3239 , 131.2025 , 25.7277 ,
S3240 , 136.0612 , 37.9282 ,
S3241 , 135.05 , 38.5341 ,
S3242 , 135.4097 , 39.2415 ,
S3243 , 134.9523 , 38.9345 ,
S3244 , 135.7267 , 38.7482 ,
S3245 , 136.8038 , 39.5931 ,
S3246 , 136.6992 , 38.7688 ,
S3247 , 136.9852 , 38.7597 ,
S3248 , 138.4975 , 38.4667 ,
S3249 , 169.4562 , 38.8131 ,
S3250 , 169.1984 , 39.9604 ,
S3251 , 170.173 , 39.895 ,
S3252 , 171.5983 , 39.0091 ,
S3253 , 171.4491 , 38.9953 ,
S3254 , 144.4878 , 6.5329 ,
S3255 , 144.3593 , 6.5985 ,
S3256 , 144.2115 , 6.5199 ,
S3257 , 144.0969 , 7.4965 ,
S3258 , 143.6796 , 7.0024 ,
S3259 , 143.1152 , 6.3942 ,
S3260 , 142.8454 , 6.3374 ,
S3261 , 143.2076 , 8.2947 ,
S3262 , 143.7769 , 8.501 ,
S3263 , 143.7299 , 7.8574 ,
S3264 , 144.061 , 8.0581 ,
S3265 , 144.3748 , 7.6833 ,
S3266 , 143.9829 , 8.8392 ,
S3267 , 156.5003 , 35.7097 ,
S3268 , 154.5907 , 35.9152 ,
S3269 , 153.8367 , 35.2654 ,
S3270 , 155.1375 , 36.699 ,
S3271 , 156.1355 , 36.1553 ,
S3272 , 155.9487 , 36.0598 ,
S3273 , 156.1802 , 36.0069 ,
S3274 , 156.6258 , 36.1168 ,
S3275 , 127.0474 , 38.7324 ,
S3276 , 125.4303 , 39.6536 ,
S3277 , 125.223 , 39.2945 ,
S3278 , 125.1892 , 40.0897 ,
S3279 , 127.483 , 40.4935 ,
S3280 , 149.2551 , 0.8098 ,
S3281 , 148.8474 , 1.988 ,
S3282 , 148.7484 , 1.7148 ,
S3283 , 148.6583 , 1.9245 ,
S3284 , 148.7891 , 2.4099 ,
S3285 , 149.1223 , 2.3808 ,
S3286 , 149.0565 , 2.3853 ,
S3287 , 149.7535 , 2.8401 ,
S3288 , 150.4923 , 1.9711 ,
S3289 , 150.3933 , 2.8815 ,
S3290 , 150.629 , 3.2734 ,
S3291 , 151.1213 , 1.9519 ,
S3292 , 155.3245 , 7.4899 ,
S3293 , 155.2008 , 7.4938 ,
S3294 , 154.4915 , 7.6604 ,
S3295 , 154.2637 , 8.1901 ,
S3296 , 153.9193 , 8.0904 ,
S3297 , 154.2211 , 7.3068 ,
S3298 , 153.6262 , 8.4843 ,
S3299 , 153.2321 , 8.7641 ,
S3300 , 153.5784 , 7.6947 ,
S3301 , 153.5529 , 7.5206 ,
S3302 , 153.4532 , 9.6538 ,
S3303 , 153.2709 , 9.3405 ,
S3304 , 153.3969 , 9.3342 ,
S3305 , 154.0491 , 8.8507 ,
S3306 , 154.8534 , 8.6018 ,
S3307 , 155.1775 , 8.5419 ,
S3308 , 56.0253 , -0.2465 ,
S3309 , 55.5405 , -1.0859 ,
S3310 , 54.3859 , -0.0264 ,
S3311 , 53.8825 , -0.5268 ,
S3312 , 54.1759 , -0.7114 ,
S3313 , 53.8484 , 0.3679 ,
S3314 , 54.6006 , 0.8414 ,
S3315 , 54.5166 , 0.3129 ,
S3316 , 54.7118 , 1.0167 ,
S3317 , 55.7483 , 0.0888 ,
S3318 , 56.0145 , 0.1902 ,
S3319 , 56.1383 , 0.8752 ,
S3320 , 61.5678 , -6.2157 ,
S3321 , 61.0103 , -5.5105 ,
S3322 , 60.6274 , -6.3864 ,
S3323 , 61.048 , -4.8945 ,
S3324 , 60.9013 , -4.9169 ,
S3325 , 61.2596 , -5.2636 ,
S3326 , 61.8075 , -4.5135 ,
S3327 , 61.8415 , -5.253 ,
S3328 , 61.924 , -5.1867 ,
S3329 , 62.9209 , -5.7968 ,
S3330 , 62.9599 , -5.3611 ,
S3331 , 62.9325 , -5.1178 ,
S3332 , 40.333 , 26.9083 ,
S3333 , 39.2738 , 26.0995 ,
S3334 , 39.2079 , 27.4853 ,
S3335 , 38.9133 , 28.3575 ,
S3336 , 38.6948 , 28.0477 ,
S3337 , 39.5298 , 28.0061 ,
S3338 , 40.0976 , 28.196 ,
S3339 , 40.1785 , 28.4897 ,
S3340 , 40.1373 , 28.5542 ,
S3341 , 73.5763 , -5.6822 ,
S3342 , 108.3547 , 31.861 ,
S3343 , 108.6943 , 31.9807 ,
S3344 , 107.8783 , 31.2276 ,
S3345 , 109.1276 , 30.8784 ,
S3346 , 117.7601 , 40.5703 ,
S3347 , 117.5087 , 40.7047 ,
S3348 , 116.8655 , 40.79 ,
S3349 , 115.5243 , 40.4597 ,
S3350 , 116.1141 , 42.7359 ,
S3351 , 115.6838 , 42.2555 ,
S3352 , 117.299 , 41.9667 ,
S3353 , 118.0772 , 41.3854 ,
S3354 , 120.3804 , 17.6551 ,
S3355 , 121.0147 , 18.2489 ,
S3356 , 120.5897 , 18.602 ,
S3357 , 120.8087 , 18.5929 ,
S3358 , 120.2276 , 17.9038 ,
S3359 , 119.7889 , 18.0668 ,
S3360 , 119.583 , 17.6618 ,
S3361 , 118.8935 , 18.8489 ,
S3362 , 119.6725 , 19.6695 ,
S3363 , 119.6596 , 19.9415 ,
S3364 , 120.6707 , 19.4557 ,
S3365 , 121.3282 , 19.9139 ,
S3366 , 117.9147 , 29.7364 ,
S3367 , 116.8516 , 29.5333 ,
S3368 , 116.6743 , 30.2339 ,
S3369 , 117.61 , 31.1666 ,
S3370 , 116.9532 , 30.5584 ,
S3371 , 119.3355 , 30.0034 ,
S3372 , 119.4724 , 30.1857 ,
S3373 , 134.0635 , 54.7875 ,
S3374 , 132.9415 , 54.53 ,
S3375 , 130.7378 , 54.9148 ,
S3376 , 130.7508 , 54.3835 ,
S3377 , 130.3463 , 55.9468 ,
S3378 , 131.1254 , 56.7491 ,
S3379 , 131.0208 , 56.3137 ,
S3380 , 132.7251 , 56.0004 ,
S3381 , 132.9324 , 55.7017 ,
S3382 , 132.638 , 55.64 ,
S3383 , 132.2791 , 56.6565 ,
S3384 , 132.3801 , 56.5126 ,
S3385 , 133.1985 , 55.8597 ,
S3386 , 133.9425 , 55.4061 ,
S3387 , 148.541 , 53.1798 ,
S3388 , 148.0844 , 53.8278 ,
S3389 , 148.0964 , 53.9101 ,
S3390 , 147.6027 , 53.3878 ,
S3391 , 146.53 , 55.2425 ,
S3392 , 146.2872 , 54.5069 ,
S3393 , 150.1095 , 53.8277 ,
S3394 , 171.6401 , 18.2212 ,
S3395 , 171.7225 , 19.0938 ,
S3396 , 171.7388 , 19.3973 ,
S3397 , 171.4498 , 19.3094 ,
S3398 , 171.3383 , 19.4421 ,
S3399 , 170.4429 , 20.4011 ,
S3400 , 170.7242 , 20.5141 ,
S3401 , 170.2228 , 19.6914 ,
S3402 , 171.1965 , 20.0501 ,
S3403 , 171.5757 , 20.8669 ,
S3404 , 171.6872 , 19.4881 ,
S3405 , 172.1906 , 19.6791 ,
S3406 , 172.1963 , 20.831 ,
