,x,y,z,vx,vy,vz,l,b,d,vlos,mul,mub,d_err,vlos_err,mul_err,mub_err,pm_corr,TEFF,LOGG,FEH,RA,DEC,ID,sgr,r,Lx,Ly,Lz,Sgrball,sigmavlos
2727,-9.049115356166999,34.288156104626744,-38.535169430895515,-0.45951746409234895,58.702997629128944,-36.04739286420879,91.38413070123843,-48.346469812762464,51.60523248742424,-91.1953997069986,0.07258969746611352,-0.688854752547491,5.160523248742424,8.990276565905123,0.45714292408455437,0.3358185110602187,-0.1378665602090057,8043.442678043859,3.0079072711233614,-2.1341810609842993,352.220749441033,9.403409813161037,2761578999695529344,False,52.369107504828584,1026.1313260471425,-308.48943298204233,-515.454190757185,False,-0.19872465876131837
2750,-19.880280770206483,-51.60569416374973,50.604666580481044,-166.61744356294938,-53.12365680003387,-154.27821893664952,-102.97217021957272,43.66986757779469,73.21292933193783,127.42464641523975,-0.30966680056636653,-0.9978568067375451,7.321292933193783,13.693600877958199,0.5303980819683429,0.569459142821139,0.1314325956339734,8090.297514520286,3.5808794811241436,-1.6890048946571112,161.24894598465303,-7.649164267399106,3763985677517032064,False,74.96136013538155,10649.939522474377,-11498.714487183152,-7542.295622130636,False,1.2739769416989986
2756,-8.47089277055394,10.707107912992303,56.48077973560032,7.450631653487271,-53.48406521833961,-49.43267019091231,92.63860431591553,79.2504886978053,57.46732303105522,-111.90098705510572,0.06998558471239226,1.0374006913331086,5.746732303105523,7.249494761835897,0.17780473230698357,0.20568869975905435,-0.19351557099287015,7498.603624486526,3.3858448141721937,-1.1796445857989366,199.55914327488654,36.25022107509733,1474398226164921984,False,58.10745790113422,2491.5407728000655,2.0786367623297792,373.28306426402395,False,-0.3382047849752632
2772,1.5694661520064148,41.75105757719833,-40.46904098437549,18.3767634079719,-216.4463407486108,-56.450574368598495,76.79687833787074,-43.33717405561705,58.961869302864635,-282.1681216826283,-0.3972193515637799,-1.2684387830984134,5.896186930286464,28.696283636137792,0.6592627311844286,0.7119888702351748,-0.3095318732869421,10076.435943437733,4.026539107245918,-0.9984704874796447,340.902964538747,7.794781953013271,2715718094822994816,False,58.166634001048116,-11116.247015402903,-655.0927257845503,-1106.9545126593775,False,-1.485184149948683
2776,10.9332986211941,42.49935816621497,-43.159947646392766,-95.5426209223175,93.61878555137399,163.09395884760272,65.72629473387914,-42.77378826127445,63.51280030318522,-239.8269403069819,0.12202237848350411,-0.03543668814399392,6.351280030318523,15.20917483976807,0.6547231788095329,0.44023023862463806,-0.04908635198383092,9733.35911150275,3.8153397086807233,-0.6420204566861542,334.71460369587686,2.5319290173694418,2706666949462964352,False,61.55090205772611,10971.970454926366,2340.459561612791,5084.062205703178,False,-1.1999590450997455
2777,0.11374629706799588,37.2751838395991,-36.9442705550343,69.74298989015442,-179.44341686155596,-28.889652900108622,77.40249381416686,-44.04638669334794,53.138336912113026,-263.8383713491035,-0.5885993471740604,-1.2148125168959492,5.313833691211303,4.4330934815303396,0.47556885455020853,0.4235022459936101,-0.21507052687160705,7503.022233011019,3.608419738354505,-1.2739525658139044,341.7018852764778,7.534378443819773,2712741957364433536,False,52.4817243937314,-7706.273264766884,-2573.3177967779197,-2620.0937938800384,False,-1.3617084983283074
2788,4.492081986969028,44.02184109411766,-40.414804679232375,-56.159141347638396,180.12390260367297,-17.46057635151722,73.88649891151404,-41.404049798220186,61.09071133602685,-44.73472578150461,0.16613128989141568,-0.2532166633467537,6.1090711336026855,12.024157256108492,0.5025082670159172,0.3165541136424586,0.04754050487812152,7423.357562393303,3.4795188433881066,-1.7524246492729867,337.9849246435674,7.8152873653789845,2710653473682767872,False,59.92877214789154,6511.02562423032,2348.0950690289565,3281.3601346963533,False,0.11425079825730432
2830,19.81605746802463,38.52552624627689,46.744633700436516,748.7205557890541,-709.251805534937,212.34768535388687,54.16796057172204,44.5600910079674,66.69232620855537,-100.02056889707677,-3.653646109570206,1.2280355392837885,6.669232620855538,33.814734666871296,0.42020531263905875,0.26332107920299785,-0.24368349639075462,7565.950924475412,3.2347106150838063,-1.1581064899734792,245.51297872943388,33.34183493347957,1325600767822769024,False,63.733453428451604,41334.522176541184,30790.774188171938,-42899.42796095877,False,-0.25817410551193426
2880,28.913318304334815,-20.609175178211505,65.88712370140446,169.93616547195617,-84.50298780207669,-136.04074327683892,-29.205922692424167,57.36782220642975,78.32447592279335,40.16735285889937,-0.5691765533321906,-0.8852568095758029,7.832447592279336,18.709865745939037,0.9316919992676697,0.6812725423086565,-0.3650529541531887,7702.839790567835,3.7031073736805302,-1.5038832150978343,207.46828857476896,-2.3084385428208942,3658296050009715712,False,74.84538159791936,8371.346320020171,15129.994468514655,1058.9824193363165,False,0.686181091539828
2912,28.989398826901635,-7.493121546215423,52.48288547261626,-234.0371437493048,-105.80207254372596,190.52194678748833,-11.455299233157632,54.32692823796439,64.69676366474295,47.23491021641799,-1.2831631652459523,0.8036755961915845,6.469676366474295,9.563499555799122,0.427893181189462,0.4185073505187565,-0.11998317340191599,7543.255409305271,3.547586959568326,-1.0417684378758452,217.48929381546876,0.42261118188349656,3653480326518713344,False,60.423384400274024,4125.19395157757,-17806.061312433223,-4820.807242125483,False,0.7337906461821458
2944,-4.129089653607525,-32.180244898655936,41.43871616090107,-105.43997187692649,-104.2659886039092,-28.83537722788656,-83.11288816522983,51.95971837688946,52.60185416114691,176.22426000640522,-0.6390264520954558,-1.143500511799745,5.260185416114691,10.396406114813193,0.3858481284237928,0.22843596938822802,0.32011843920761834,7755.804918486819,3.378367268397395,-2.0502329066919422,177.01590904139277,-7.6782315824585385,3589315684076242304,False,52.62874442895939,5248.578207931655,-4488.360924390885,-2962.5605023393277,False,1.6027083197784397
2966,-0.691652455056281,-35.020580762610216,59.04587020977261,-267.72523174010564,265.50971562793075,75.70700890154079,-78.25788037081207,58.79238768844463,69.03339524505887,17.774167611454892,-0.827714812088975,0.3067099287962132,6.9033395245058875,8.514799180536818,0.6761483075869995,0.3947038398761427,0.13969510536936244,7505.36805164019,3.359065389109972,-2.2473724939767328,182.0562845586794,-2.2901324895860133,3601438723189124352,False,68.65372713042171,-18328.555627932492,-15755.706346635854,-9559.53354699826,False,0.5353327117216462
2987,0.2545745876973857,21.983328860722626,-53.98141562902708,57.75080977078589,31.997355190767642,206.30968713845004,68.82723248051276,-66.40794109017631,58.9039268323026,-255.34876891966883,-0.42437254163554916,-0.3164255576544941,5.89039268323026,12.855628549077666,0.5376605363174778,0.400004719436378,0.09748921080395981,8361.832934262175,3.258259138515551,-2.516762842034699,353.49720940651235,-12.065737109074114,2433291353359200512,False,58.286574692060526,6262.6362290997795,-3169.9916686909187,-1261.4093296591234,False,-1.3045195474207152
3004,-5.871431762547395,-3.0519667648375304,53.89588182391322,-82.11852158831707,-48.89236357515243,99.75993996921684,-55.3074283453692,86.0591917228758,54.00836861243302,104.43501085287127,-0.9605940819361487,-0.7076339683317733,5.400836861243302,9.520614882969307,0.5166845052139463,0.39245993758197667,-0.06755371471367602,8385.945085449383,3.1809878530351328,-1.6688320993532189,192.99109678072747,23.189241617754657,3956770988313637760,False,54.30059198252946,2330.633028089978,-3840.1164549133223,36.44517777602837,True,1.1191106625666225
3005,-58.691731899631705,-8.777295626233055,18.65056634935152,-35.59396491391025,-46.3614078675965,-51.35093217984845,-170.16242541754212,19.804926356300882,54.6022855829238,71.67033745979215,1.0794639266268808,-0.3430276040419392,5.46022855829238,7.46038104875661,0.25214533331737565,0.28727863003113135,0.13742198102444894,7477.342918019757,3.5084590251065535,-3.019905754850208,111.6133666249532,28.87773081881396,873540517727493120,False,62.20614066987358,1315.3888259091302,-3677.722748559209,2408.612568495292,False,0.8983962870991166
3007,-49.239581196261476,-10.603203700494403,18.208633981684216,32.465456362303144,-123.4102788708798,-41.009584535230005,-165.55549738753157,23.04464122941815,46.193970465122476,48.07617762227146,1.654286055477017,-0.33526534215061277,4.619397046512248,6.701623136070612,0.2273794956850438,0.2942305331481688,0.17019243753264574,7925.176014508788,3.7307426514771653,-2.146888691218593,116.71972308448862,25.98817010932361,874824639934170880,False,53.55855334656034,2681.965576037116,-1428.1431555978877,6420.90829395497,False,0.7394577196138419
3010,-47.934540088390584,-9.23109415388488,18.766173438173738,24.94550191849589,-73.91972844941867,-97.48326917777761,-166.9609782037767,24.49678384190468,44.962680009420495,11.048163907099413,1.4734624173340676,-0.5661672793156104,4.49626800094205,7.65259140956647,0.15564741139860858,0.2510704935207115,0.2643797695115775,7547.831431117476,3.320875999322168,-2.4425361242125425,117.76936076168298,27.68697347377963,875458061710447872,False,52.2982074097672,2287.0676807930654,-4204.684058844761,3773.5824636071566,False,0.4900239827381755
3012,-50.183336894527045,-7.123706925914128,17.50645166241681,23.860540380958994,-4.5594310306812575,-71.58289998702163,-170.397323778024,22.14319293415804,46.104810121009216,-1.4459408016774216,1.1370716251047506,-0.38920043681383154,4.610481012100922,5.248414912552454,0.24883430886924698,0.2619521513430813,0.18354127262126532,7826.651192763826,3.4175432702219473,-2.189951068969042,114.0459775849076,29.88915607478883,879557659534394112,False,53.62453125244502,589.7550593613091,-3174.555389117539,398.78296022792955,True,0.40585929460776377
3013,-49.408654377390484,-9.388767470241323,18.884771157205492,-17.13809122310812,74.83650785109758,26.26870840437585,-167.2029888401346,23.87130386379028,46.352868210676625,68.86741632197689,0.7275059460072556,-0.04706686831154101,4.6352868210676625,7.7847187761888135,0.24879816942357835,0.35439051198985655,0.4405905762673863,9885.045424544602,3.741088296365481,-1.5084589114112923,117.02029024500872,27.68978301649236,875282827044894080,False,53.721491636538815,-1659.9011199246488,974.2526036725503,-3858.4767046032957,False,0.8795148234875109
