name, ra,  dec,
S3728 , 120.3742 , 65.8198 , 17.77 ,
S3729 , 120.3525 , 65.1998 , 17.7 ,
S3730 , 119.658 , 65.4693 , 12.41 ,
S3731 , 119.3601 , 65.262 , 35.34 ,
S3732 , 121.1072 , 66.7157 , 10.88 ,
S3733 , 120.3179 , 66.4401 , 18.83 ,
S3734 , 121.0598 , 67.1897 , 20.09 ,
S3735 , 121.24 , 66.5052 , 12.03 ,
S3736 , 75.4965 , -4.5772 , 53.25 ,
S3737 , 75.9936 , -3.9127 , 12.59 ,
S3738 , 74.7925 , -4.0437 , 22.43 ,
S3739 , 73.9206 , -3.1826 , 20.48 ,
S3740 , 41.0664 , 32.763 , 22.81 ,
S3741 , 42.7223 , 33.2091 , 30.45 ,
S3742 , 172.4406 , 58.5306 , 16.94 ,
S3743 , 173.6437 , 60.532 , 16.08 ,
S3744 , 142.6985 , 22.2497 , 23.22 ,
S3745 , 142.7238 , 21.6997 , 15.68 ,
S3746 , 142.2529 , 21.9527 , 18.45 ,
S3747 , 142.5521 , 22.7936 , 71.93 ,
S3748 , 141.736 , 21.6288 , 18.77 ,
S3749 , 141.1392 , 23.833 , 21.56 ,
S3750 , 141.1799 , 24.0827 , 15.79 ,
S3751 , 141.0238 , 23.6676 , 16.76 ,
S3752 , 142.019 , 23.3018 , 19.64 ,
S3753 , 143.2784 , 23.1919 , 21.63 ,
S3754 , 182.6958 , 12.8482 , 8.16 ,
S3755 , 182.8372 , 13.3827 , 45.54 ,
S3756 , 182.7473 , 13.3074 , 52.5 ,
S3757 , 182.4897 , 13.4993 , 42.05 ,
S3758 , 182.3464 , 13.5244 , 29.81 ,
S3759 , 182.1322 , 13.0169 , 27.55 ,
S3760 , 181.8545 , 13.5858 , 22.36 ,
S3761 , 181.7345 , 13.382 , 12.21 ,
S3762 , 181.5802 , 13.6178 , 31.76 ,
S3763 , 181.5798 , 13.5273 , 17.1 ,
S3764 , 180.9647 , 12.7653 , 40.57 ,
S3765 , 180.6817 , 13.0607 , 28.57 ,
S3766 , 180.6779 , 13.191 , 24.67 ,
S3767 , 180.5841 , 12.861 , 22.05 ,
S3768 , 180.5079 , 13.4547 , 21.75 ,
S3769 , 180.5762 , 13.0703 , 13.14 ,
S3770 , 181.0997 , 14.7899 , 34.86 ,
S3771 , 180.6243 , 14.2484 , 28.75 ,
S3772 , 180.746 , 14.0352 , 14.44 ,
S3773 , 180.5921 , 14.4095 , 35.15 ,
S3774 , 181.2687 , 14.6614 , 47.61 ,
S3775 , 181.1488 , 13.8168 , 11.69 ,
S3776 , 181.6104 , 14.9114 , 19.58 ,
S3777 , 181.8383 , 14.3731 , 31.01 ,
S3778 , 182.6558 , 14.4394 , 29.1 ,
S3779 , 182.6149 , 14.8511 , 13.28 ,
S3780 , 183.2285 , 13.8027 , 33.37 ,
S3781 , 183.0611 , 14.0908 , 17.99 ,
S3782 , 182.6364 , 10.7172 , 12.59 ,
S3783 , 182.5466 , 10.708 , 16.95 ,
S3784 , 182.8505 , 10.7809 , 10.53 ,
S3785 , 183.1197 , 10.92 , 12.16 ,
S3786 , 183.1547 , 10.8614 , 15.2 ,
S3787 , 181.7538 , 10.5046 , 45.99 ,
S3788 , 181.5851 , 10.6165 , 13.35 ,
S3789 , 181.7914 , 11.4034 , 10.65 ,
S3790 , 182.0239 , 10.942 , 26.14 ,
S3791 , 181.6522 , 11.249 , 22.62 ,
S3792 , 181.6132 , 11.1424 , 18.12 ,
S3793 , 181.668 , 11.2153 , 11.78 ,
S3794 , 181.6449 , 11.438 , 11.07 ,
S3795 , 181.1541 , 11.0513 , 27.73 ,
S3796 , 181.2744 , 11.1622 , 21.72 ,
S3797 , 181.5268 , 10.6333 , 26.08 ,
S3798 , 181.0923 , 11.5557 , 43.9 ,
S3799 , 181.0222 , 11.4094 , 15.74 ,
S3800 , 181.0703 , 10.6704 , 35.72 ,
S3801 , 180.6523 , 11.1639 , 24.87 ,
S3802 , 180.4999 , 11.163 , 9.41 ,
S3803 , 180.4934 , 11.8599 , 26.53 ,
S3804 , 180.7047 , 11.8318 , 27.29 ,
S3805 , 181.4147 , 11.8649 , 35.03 ,
S3806 , 181.9092 , 12.4417 , 25.22 ,
S3807 , 181.7853 , 12.1983 , 8.76 ,
S3808 , 181.6892 , 11.7049 , 9.16 ,
S3809 , 182.2072 , 12.7764 , 77.69 ,
S3810 , 182.0492 , 12.6455 , 11.9 ,
S3811 , 182.707 , 12.0336 , 34.49 ,
S3812 , 182.5896 , 11.4287 , 31.12 ,
S3813 , 182.5785 , 11.4067 , 23.57 ,
S3814 , 182.5459 , 12.5469 , 13.46 ,
S3815 , 182.4666 , 12.2899 , 21.92 ,
S3816 , 182.6344 , 12.4268 , 51.32 ,
S3817 , 174.0553 , 43.8377 , 29.6 ,
S3818 , 173.187 , 43.5442 , 7.03 ,
S3819 , 171.5415 , 44.5185 , 10.34 ,
S3820 , 171.6514 , 44.2869 , 16.3 ,
S3821 , 171.3797 , 44.02 , 11.87 ,
S3822 , 173.2906 , 45.8909 , 52.64 ,
S3823 , 174.1723 , 45.1248 , 11.13 ,
S3824 , 174.1495 , 45.2002 , 9.11 ,
S3825 , 171.9717 , 45.6314 , 21.63 ,
S3826 , 170.1067 , 45.2006 , 25.69 ,
S3827 , 170.3263 , 45.9643 , 16.61 ,
S3828 , 169.7708 , 45.8044 , 16.19 ,
S3829 , 169.4742 , 45.6847 , 17.25 ,
S3830 , 168.8482 , 47.2469 , 13.65 ,
S3831 , 168.6467 , 46.6413 , 24.77 ,
S3832 , 169.4414 , 46.9226 , 25.32 ,
S3833 , 170.2876 , 46.9147 , 11.51 ,
S3834 , 175.5274 , 25.2754 , 28.99 ,
S3835 , 175.7572 , 25.7684 , 28.39 ,
S3836 , 175.7741 , 25.8578 , 12.81 ,
S3837 , 175.5612 , 26.3135 , 15.3 ,
S3838 , 175.3622 , 26.4456 , 10.97 ,
S3839 , 175.0981 , 25.6643 , 21.31 ,
S3840 , 175.374 , 25.921 , 16.54 ,
S3841 , 174.5228 , 26.2353 , 19.69 ,
S3842 , 174.5618 , 25.3981 , 22.25 ,
S3843 , 174.6351 , 25.6663 , 19.74 ,
S3844 , 174.3848 , 26.1272 , 17.64 ,
S3845 , 174.097 , 26.4855 , 37.15 ,
S3846 , 174.3079 , 25.4561 , 23.5 ,
S3847 , 174.5634 , 27.8679 , 16.45 ,
S3848 , 174.0379 , 27.0656 , 14.44 ,
S3849 , 174.7139 , 26.9589 , 29.28 ,
S3850 , 174.6124 , 26.8693 , 23.64 ,
S3851 , 175.2712 , 27.8764 , 13.62 ,
S3852 , 175.0825 , 27.5329 , 21.16 ,
S3853 , 174.9776 , 27.4951 , 20.4 ,
S3854 , 175.7166 , 27.0853 , 23.48 ,
S3855 , 175.7464 , 27.1764 , 9.52 ,
S3856 , 173.4124 , 26.9226 , 55.26 ,
S3857 , 173.4851 , 27.5117 , 15.05 ,
S3858 , 172.4635 , 27.2478 , 9.95 ,
S3859 , 172.573 , 27.0446 , 14.1 ,
S3860 , 171.8403 , 27.9257 , 15.45 ,
S3861 , 172.071 , 28.9827 , 10.71 ,
S3862 , 171.8337 , 28.1822 , 17.36 ,
S3863 , 172.0079 , 28.2359 , 29.01 ,
S3864 , 173.3324 , 29.0683 , 48.25 ,
S3865 , 173.1323 , 28.6611 , 9.58 ,
S3866 , 173.8202 , 28.9888 , 28.74 ,
S3867 , 173.6591 , 29.1529 , 44.39 ,
S3868 , 173.9795 , 28.8602 , 24.14 ,
S3869 , 144.7741 , 36.4028 , 8.81 ,
S3870 , 145.0301 , 35.5159 , 8.35 ,
S3871 , 144.6671 , 36.12 , 21.24 ,
S3872 , 144.5619 , 36.4651 , 42.57 ,
S3873 , 144.3444 , 35.9687 , 35.63 ,
S3874 , 144.9653 , 37.1876 , 42.22 ,
S3875 , 145.197 , 37.3518 , 20.63 ,
S3876 , 146.1285 , 36.9314 , 15.31 ,
S3877 , 146.4794 , 37.4379 , 40.57 ,
S3878 , 147.1727 , 37.1321 , 43.09 ,
S3879 , 147.3997 , 36.551 , 40.92 ,
S3880 , 144.7037 , 38.2481 , 21.62 ,
S3881 , 142.9169 , 38.4147 , 13.26 ,
S3882 , 144.8164 , 39.3783 , 13.48 ,
S3883 , 145.437 , 40.0359 , 44.98 ,
S3884 , 114.1883 , 42.6969 , 20.55 ,
S3885 , 113.6751 , 43.2307 , 12.0 ,
S3886 , 113.8211 , 42.6307 , 15.55 ,
S3887 , 114.3434 , 44.306 , 24.65 ,
S3888 , 115.8351 , 43.806 , 22.55 ,
S3889 , 115.4414 , 44.5952 , 13.28 ,
S3890 , 116.2281 , 44.1201 , 20.5 ,
S3891 , 116.7874 , 44.1197 , 22.89 ,
S3892 , 116.5476 , 44.1104 , 30.06 ,
S3893 , 123.332 , 17.6932 , 14.83 ,
S3894 , 122.6891 , 18.3486 , 12.49 ,
S3895 , 122.1243 , 17.9321 , 15.88 ,
S3896 , 122.2884 , 18.0238 , 17.03 ,
S3897 , 121.6179 , 19.9757 , 12.55 ,
S3898 , 121.7839 , 19.8422 , 32.74 ,
S3899 , 121.9345 , 19.1973 , 21.99 ,
S3900 , 122.0703 , 18.9145 , 41.11 ,
S3901 , 122.2902 , 19.5504 , 14.96 ,
S3902 , 122.7526 , 20.1918 , 13.05 ,
S3903 , 122.8448 , 19.8705 , 17.22 ,
S3904 , 122.4548 , 19.547 , 15.81 ,
S3905 , 123.312 , 18.9969 , 16.19 ,
S3906 , 123.47 , 18.9682 , 14.73 ,
S3907 , 123.6161 , 19.5188 , 17.28 ,
S3908 , 118.9383 , 26.4783 , 21.12 ,
S3909 , 119.1826 , 26.7363 , 91.04 ,
S3910 , 118.8304 , 27.101 , 28.65 ,
S3911 , 117.4757 , 27.1242 , 23.89 ,
S3912 , 117.3634 , 27.4697 , 39.54 ,
S3913 , 117.1446 , 28.0211 , 23.08 ,
S3914 , 118.1472 , 28.246 , 15.82 ,
S3915 , 119.384 , 28.3344 , 14.03 ,
S3916 , 119.4298 , 28.6121 , 15.88 ,
S3917 , 119.4627 , 28.3282 , 14.09 ,
S3918 , 124.8192 , 32.7902 , 27.11 ,
S3919 , 124.3326 , 32.948 , 52.43 ,
S3920 , 124.7054 , 33.107 , 12.49 ,
S3921 , 124.8111 , 33.3055 , 33.35 ,
S3922 , 125.1061 , 33.0307 , 22.87 ,
S3923 , 125.6645 , 33.5224 , 14.56 ,
S3924 , 125.4579 , 33.3963 , 16.65 ,
S3925 , 127.2203 , 36.7357 , 18.75 ,
S3926 , 126.2273 , 35.9996 , 30.62 ,
S3927 , 125.7679 , 36.4983 , 83.65 ,
S3928 , 124.7457 , 37.3643 , 16.36 ,
S3929 , 126.7345 , 37.347 , 26.07 ,
S3930 , 127.8685 , 15.688 , 22.03 ,
S3931 , 126.7758 , 14.5837 , 10.99 ,
S3932 , 126.9028 , 14.9892 , 20.83 ,
S3933 , 126.4446 , 15.3608 , 9.69 ,
S3934 , 125.5121 , 15.6051 , 10.79 ,
S3935 , 125.9672 , 16.8214 , 35.22 ,
S3936 , 126.3666 , 16.812 , 16.07 ,
S3937 , 126.0246 , 16.4559 , 34.88 ,
S3938 , 127.2766 , 16.0567 , 18.98 ,
S3939 , 128.0216 , 15.9873 , 15.27 ,
S3940 , 127.782 , 16.5553 , 24.81 ,
S3941 , 50.2565 , 17.3015 , 29.57 ,
S3942 , 50.1328 , 17.0294 , 35.47 ,
S3943 , 49.7739 , 18.0002 , 27.66 ,
S3944 , 49.0923 , 18.0108 , 15.26 ,
S3945 , 49.3837 , 17.2637 , 24.91 ,
S3946 , 49.3047 , 17.2482 , 22.63 ,
S3947 , 48.4446 , 18.0808 , 32.06 ,
S3948 , 48.2889 , 17.6938 , 29.42 ,
S3949 , 48.58 , 17.424 , 16.73 ,
S3950 , 48.7963 , 19.1867 , 12.72 ,
S3951 , 49.2978 , 19.1343 , 37.58 ,
S3952 , 49.7801 , 19.3611 , 42.42 ,
S3953 , 49.7119 , 18.6892 , 32.83 ,
S3954 , 49.7137 , 18.9769 , 28.59 ,
S3955 , 49.9516 , 19.4515 , 13.48 ,
S3956 , 50.3491 , 18.6698 , 16.2 ,
S3957 , 50.3817 , 19.1528 , 25.03 ,
S3958 , 171.6625 , 8.9038 , 14.96 ,
S3959 , 171.3366 , 8.7984 , 22.91 ,
S3960 , 171.4522 , 8.8379 , 59.25 ,
S3961 , 171.2919 , 8.3808 , 17.97 ,
S3962 , 171.4467 , 8.9304 , 29.48 ,
S3963 , 171.4293 , 9.6094 , 25.45 ,
S3964 , 171.0429 , 9.0684 , 27.46 ,
S3965 , 170.4373 , 8.3544 , 69.92 ,
S3966 , 170.6313 , 9.0846 , 16.24 ,
S3967 , 170.6953 , 8.8903 , 15.99 ,
S3968 , 170.329 , 8.5113 , 37.79 ,
S3969 , 170.189 , 8.5414 , 20.85 ,
S3970 , 169.8035 , 10.096 , 18.0 ,
S3971 , 170.0742 , 10.4797 , 17.03 ,
S3972 , 170.8368 , 10.0191 , 16.16 ,
S3973 , 170.7912 , 10.0952 , 9.87 ,
S3974 , 171.0601 , 9.7166 , 14.09 ,
S3975 , 171.4202 , 9.9189 , 41.12 ,
S3976 , 171.2718 , 10.5247 , 38.26 ,
S3977 , 170.9588 , 11.1922 , 56.16 ,
S3978 , 171.4743 , 10.6778 , 9.72 ,
S3979 , 171.5561 , 10.8742 , 20.85 ,
S3980 , 171.7357 , 10.8791 , 12.19 ,
S3981 , 172.8248 , -1.9805 , 24.91 ,
S3982 , 173.1117 , -1.4561 , 10.14 ,
S3983 , 172.5804 , -1.7363 , 18.5 ,
S3984 , 172.6507 , -1.7208 , 11.44 ,
S3985 , 172.4546 , -1.7737 , 28.67 ,
S3986 , 172.3376 , -1.8499 , 34.11 ,
S3987 , 172.2365 , -2.2419 , 28.55 ,
S3988 , 172.6406 , -1.2994 , 13.49 ,
S3989 , 172.4394 , -1.3551 , 11.18 ,
S3990 , 172.3804 , -1.142 , 28.42 ,
S3991 , 171.9948 , -2.1546 , 40.93 ,
S3992 , 172.1044 , -1.5687 , 20.0 ,
S3993 , 172.1056 , -1.3426 , 22.67 ,
S3994 , 172.1293 , -1.1746 , 18.78 ,
S3995 , 172.1934 , -1.2396 , 10.86 ,
S3996 , 171.8566 , -2.123 , 21.67 ,
S3997 , 171.8535 , -2.0901 , 16.82 ,
S3998 , 171.3958 , -0.917 , 22.58 ,
S3999 , 170.741 , -0.6898 , 18.92 ,
S4000 , 171.1594 , 0.1891 , 30.88 ,
S4001 , 171.0508 , 0.0101 , 12.11 ,
S4002 , 171.2136 , 0.13 , 23.74 ,
S4003 , 170.9547 , -0.2173 , 8.54 ,
S4004 , 171.6218 , 0.2599 , 29.54 ,
S4005 , 171.5125 , 0.1686 , 34.09 ,
S4006 , 171.1906 , -0.6771 , 22.2 ,
S4007 , 171.9404 , 0.2682 , 20.32 ,
S4008 , 171.9091 , 0.0829 , 11.77 ,
S4009 , 171.8334 , -0.2358 , 13.92 ,
S4010 , 171.7303 , -0.0078 , 13.9 ,
S4011 , 171.6024 , -0.7343 , 12.36 ,
S4012 , 172.2293 , -0.1055 , 15.58 ,
S4013 , 172.1617 , -0.0992 , 23.13 ,
S4014 , 172.0303 , -0.3686 , 11.14 ,
S4015 , 172.1151 , -0.3756 , 10.3 ,
S4016 , 172.6458 , -0.7453 , 24.76 ,
S4017 , 172.5311 , -0.0201 , 7.26 ,
S4018 , 172.6173 , -0.3126 , 14.18 ,
S4019 , 195.982 , 8.7563 , 24.79 ,
S4020 , 196.1156 , 8.8685 , 21.68 ,
S4021 , 196.1682 , 8.6937 , 16.59 ,
S4022 , 196.3264 , 9.3307 , 30.86 ,
S4023 , 195.901 , 8.7642 , 12.92 ,
S4024 , 195.6524 , 8.6439 , 21.59 ,
S4025 , 196.088 , 9.6355 , 30.74 ,
S4026 , 195.2592 , 8.3836 , 40.57 ,
S4027 , 195.2445 , 9.2018 , 42.0 ,
S4028 , 195.3902 , 9.5585 , 33.84 ,
S4029 , 194.9909 , 9.2369 , 31.2 ,
S4030 , 195.0055 , 9.2442 , 24.89 ,
S4031 , 194.9306 , 9.2075 , 42.46 ,
S4032 , 194.5304 , 9.5939 , 39.99 ,
S4033 , 194.5981 , 8.5605 , 31.53 ,
S4034 , 194.1352 , 9.2323 , 10.66 ,
S4035 , 194.2088 , 10.0844 , 23.97 ,
S4036 , 194.2222 , 8.8919 , 36.92 ,
S4037 , 193.912 , 10.0212 , 60.41 ,
S4038 , 194.4482 , 11.038 , 19.24 ,
S4039 , 193.9712 , 10.3696 , 17.1 ,
S4040 , 194.902 , 10.6034 , 32.63 ,
S4041 , 194.7027 , 10.6482 , 48.33 ,
S4042 , 194.8567 , 10.6061 , 58.94 ,
S4043 , 194.5369 , 10.5258 , 38.01 ,
S4044 , 194.5621 , 10.3162 , 27.03 ,
S4045 , 195.1017 , 11.0005 , 31.14 ,
S4046 , 195.4631 , 11.139 , 30.35 ,
S4047 , 195.4064 , 10.608 , 27.47 ,
S4048 , 195.078 , 10.4459 , 19.81 ,
S4049 , 195.4845 , 9.9836 , 67.69 ,
S4050 , 195.4749 , 10.2443 , 24.13 ,
S4051 , 195.8517 , 9.9919 , 47.58 ,
S4052 , 195.7871 , 10.7978 , 25.93 ,
S4053 , 196.0216 , 10.3394 , 45.11 ,
S4054 , 196.251 , 9.6612 , 26.63 ,
S4055 , 196.0436 , 10.9121 , 13.02 ,
S4056 , 196.1324 , 10.7864 , 23.0 ,
S4057 , 196.2562 , 10.1845 , 10.95 ,
S4058 , 196.5371 , 9.6261 , 13.92 ,
S4059 , 196.4677 , 9.6795 , 21.79 ,
S4060 , 196.3605 , 10.6809 , 37.18 ,
S4061 , 196.2449 , 10.6803 , 20.7 ,
S4062 , 196.7742 , 10.1157 , 12.46 ,
S4063 , 198.0221 , 19.3015 , 25.09 ,
S4064 , 197.4554 , 18.7741 , 16.95 ,
S4065 , 197.7183 , 18.9443 , 51.63 ,
S4066 , 197.0823 , 18.4543 , 40.28 ,
S4067 , 196.7553 , 18.7938 , 21.08 ,
S4068 , 196.8247 , 18.8103 , 21.77 ,
S4069 , 197.0121 , 19.5828 , 16.36 ,
S4070 , 195.9019 , 19.0756 , 21.69 ,
S4071 , 195.7593 , 18.9376 , 24.72 ,
S4072 , 196.2279 , 20.9296 , 28.67 ,
S4073 , 195.9725 , 20.7544 , 20.91 ,
S4074 , 196.5233 , 20.6045 , 24.34 ,
S4075 , 196.844 , 20.8136 , 39.41 ,
S4076 , 196.3011 , 20.1834 , 10.68 ,
S4077 , 196.9614 , 20.5305 , 12.71 ,
S4078 , 196.771 , 19.9522 , 40.67 ,
S4079 , 197.4563 , 19.8617 , 61.28 ,
S4080 , 197.5524 , 19.6345 , 32.04 ,
S4081 , 197.4978 , 19.8036 , 36.8 ,
S4082 , 197.6654 , 19.8269 , 14.22 ,
S4083 , 197.4073 , 20.7211 , 26.84 ,
S4084 , 198.1307 , 19.5747 , 21.41 ,
S4085 , 198.2163 , 20.1992 , 10.47 ,
S4086 , 198.3662 , 19.5274 , 14.56 ,
S4087 , 195.194 , 29.0863 , 25.41 ,
S4088 , 195.2616 , 28.8892 , 10.51 ,
S4089 , 194.525 , 28.5003 , 14.86 ,
S4090 , 193.7393 , 29.0091 , 12.62 ,
S4091 , 193.3217 , 28.5267 , 9.8 ,
S4092 , 193.0108 , 28.7576 , 12.28 ,
S4093 , 193.2203 , 30.4541 , 13.86 ,
S4094 , 192.9496 , 30.784 , 32.6 ,
S4095 , 194.6016 , 30.2903 , 16.06 ,
S4096 , 194.5758 , 30.3429 , 11.3 ,
S4097 , 194.3033 , 30.3742 , 28.5 ,
S4098 , 197.6913 , 59.2102 , 20.12 ,
S4099 , 197.3498 , 58.8858 , 24.15 ,
S4100 , 195.9107 , 58.5115 , 23.18 ,
S4101 , 195.459 , 60.3222 , 30.16 ,
S4102 , 196.7341 , 60.7185 , 12.79 ,
S4103 , 196.9142 , 60.5371 , 18.95 ,
S4104 , 197.3666 , 60.8662 , 13.49 ,
S4105 , 197.9238 , 59.7747 , 13.63 ,
S4106 , 198.4512 , 59.6979 , 18.4 ,
S4107 , 198.2135 , 60.773 , 20.85 ,
S4108 , 186.0228 , 39.5031 , 22.1 ,
S4109 , 185.486 , 38.701 , 14.54 ,
S4110 , 185.2798 , 38.8901 , 27.2 ,
S4111 , 185.1938 , 39.3432 , 21.47 ,
S4112 , 184.7937 , 38.8788 , 25.68 ,
S4113 , 183.8478 , 38.9829 , 36.72 ,
S4114 , 184.0981 , 38.8778 , 24.96 ,
S4115 , 184.8963 , 40.45 , 43.29 ,
S4116 , 185.7358 , 40.5301 , 9.08 ,
S4117 , 185.8616 , 41.3094 , 12.58 ,
S4118 , 196.7794 , 48.4973 , 18.14 ,
S4119 , 197.4457 , 49.266 , 11.24 ,
S4120 , 196.0829 , 48.6246 , 13.91 ,
S4121 , 195.8138 , 49.3941 , 24.8 ,
S4122 , 195.5418 , 48.2104 , 15.77 ,
S4123 , 195.4187 , 48.4693 , 21.67 ,
S4124 , 194.9905 , 48.8029 , 18.89 ,
S4125 , 195.0959 , 49.2781 , 11.02 ,
S4126 , 194.5677 , 48.482 , 11.45 ,
S4127 , 195.0691 , 50.6933 , 17.77 ,
S4128 , 195.7689 , 50.4112 , 19.52 ,
S4129 , 196.4104 , 50.4135 , 21.0 ,
S4130 , 196.5932 , 50.814 , 16.69 ,
S4131 , 196.4964 , 50.535 , 29.69 ,
S4132 , 197.7946 , 49.7019 , 21.75 ,
S4133 , 197.5748 , 50.5329 , 29.68 ,
S4134 , 202.083 , 38.2071 , 69.61 ,
S4135 , 202.0163 , 38.4977 , 9.18 ,
S4136 , 201.6407 , 38.6754 , 47.68 ,
S4137 , 201.8763 , 38.2891 , 8.16 ,
S4138 , 201.1466 , 38.1194 , 17.33 ,
S4139 , 200.6308 , 38.0472 , 21.91 ,
S4140 , 200.3758 , 37.8083 , 13.55 ,
S4141 , 200.4488 , 37.8861 , 13.45 ,
S4142 , 199.8645 , 38.8533 , 10.04 ,
S4143 , 199.7208 , 37.9712 , 34.7 ,
S4144 , 199.8119 , 39.7971 , 27.59 ,
S4145 , 200.7496 , 38.8677 , 15.89 ,
S4146 , 37.6518 , 23.0744 , 30.35 ,
S4147 , 37.0656 , 22.962 , 36.38 ,
S4148 , 36.9787 , 23.1943 , 18.33 ,
S4149 , 36.7475 , 23.1502 , 16.72 ,
S4150 , 36.6436 , 22.9511 , 35.05 ,
S4151 , 36.4529 , 24.4108 , 34.89 ,
S4152 , 37.1216 , 24.4242 , 27.06 ,
S4153 , 36.7448 , 23.6593 , 28.8 ,
S4154 , 37.1122 , 23.772 , 11.58 ,
S4155 , 38.3449 , 23.902 , 11.14 ,
S4156 , 164.9819 , 2.2659 , 24.95 ,
S4157 , 164.9839 , 2.5357 , 21.7 ,
S4158 , 164.7292 , 2.7117 , 35.08 ,
S4159 , 165.0001 , 2.871 , 38.51 ,
S4160 , 164.3722 , 2.3788 , 36.28 ,
S4161 , 163.7018 , 3.5278 , 21.85 ,
S4162 , 163.8638 , 3.0191 , 20.87 ,
S4163 , 164.1801 , 2.0317 , 29.65 ,
S4164 , 164.2018 , 2.2512 , 21.25 ,
S4165 , 163.5669 , 2.9752 , 24.69 ,
S4166 , 163.3408 , 3.5691 , 30.73 ,
S4167 , 163.4372 , 3.5291 , 26.12 ,
S4168 , 163.3439 , 3.5872 , 17.88 ,
S4169 , 163.0856 , 3.5528 , 25.9 ,
S4170 , 163.9581 , 4.2271 , 18.34 ,
S4171 , 163.363 , 4.0066 , 10.82 ,
S4172 , 164.1215 , 4.6563 , 32.48 ,
S4173 , 164.5024 , 4.9746 , 20.64 ,
S4174 , 164.7647 , 3.6251 , 21.57 ,
S4175 , 165.4045 , 4.3993 , 21.22 ,
S4176 , 167.8515 , 2.3683 , 22.46 ,
S4177 , 167.6779 , 2.1927 , 11.32 ,
S4178 , 167.0082 , 2.1379 , 28.23 ,
S4179 , 167.053 , 1.7812 , 13.68 ,
S4180 , 166.8388 , 1.9136 , 26.5 ,
S4181 , 166.9232 , 2.8326 , 10.87 ,
S4182 , 166.8525 , 2.6395 , 13.37 ,
S4183 , 166.4409 , 2.8318 , 22.54 ,
S4184 , 165.897 , 2.9289 , 12.02 ,
S4185 , 165.8919 , 2.6738 , 27.01 ,
S4186 , 166.0295 , 1.8009 , 18.05 ,
S4187 , 165.9594 , 1.8244 , 39.16 ,
S4188 , 165.8629 , 2.2698 , 14.98 ,
S4189 , 165.5633 , 2.4367 , 23.23 ,
S4190 , 165.2858 , 3.1631 , 17.12 ,
S4191 , 165.121 , 2.8945 , 39.92 ,
S4192 , 165.2724 , 2.6917 , 19.81 ,
S4193 , 165.7519 , 3.835 , 24.85 ,
S4194 , 166.1735 , 4.2019 , 18.99 ,
S4195 , 166.3907 , 4.1744 , 17.38 ,
S4196 , 166.354 , 4.2031 , 16.08 ,
S4197 , 165.9823 , 3.0569 , 29.36 ,
S4198 , 166.4223 , 2.9989 , 46.62 ,
S4199 , 166.1632 , 3.3958 , 32.8 ,
S4200 , 166.4001 , 3.1851 , 36.99 ,
S4201 , 166.6596 , 3.4436 , 9.21 ,
S4202 , 166.8438 , 3.4169 , 45.82 ,
S4203 , 166.7982 , 4.1778 , 32.31 ,
S4204 , 167.1608 , 3.1205 , 14.22 ,
S4205 , 167.1292 , 3.5812 , 22.44 ,
S4206 , 167.8919 , 3.2254 , 28.96 ,
S4207 , 175.0936 , 12.6559 , 20.86 ,
S4208 , 174.8224 , 13.0887 , 35.59 ,
S4209 , 174.3557 , 11.9594 , 20.49 ,
S4210 , 174.4899 , 12.5245 , 21.31 ,
S4211 , 173.934 , 12.8303 , 23.52 ,
S4212 , 174.0791 , 13.1219 , 20.86 ,
S4213 , 173.914 , 13.331 , 30.35 ,
S4214 , 173.702 , 12.9628 , 16.14 ,
S4215 , 173.7436 , 12.9452 , 40.89 ,
S4216 , 173.7727 , 13.2216 , 24.28 ,
S4217 , 173.8018 , 12.1326 , 25.63 ,
S4218 , 173.9666 , 12.2806 , 33.9 ,
S4219 , 173.7537 , 12.3578 , 19.91 ,
S4220 , 173.6334 , 12.7265 , 32.68 ,
S4221 , 173.5908 , 13.301 , 16.3 ,
S4222 , 173.4274 , 12.6429 , 43.72 ,
S4223 , 173.6973 , 12.069 , 24.2 ,
S4224 , 173.5454 , 12.3607 , 24.23 ,
S4225 , 173.3749 , 12.5661 , 29.59 ,
S4226 , 173.2105 , 13.3804 , 31.6 ,
S4227 , 173.2563 , 13.0334 , 12.57 ,
S4228 , 173.7922 , 14.556 , 34.93 ,
S4229 , 173.7331 , 14.486 , 34.52 ,
S4230 , 173.6534 , 14.1187 , 30.47 ,
S4231 , 173.1613 , 13.8754 , 31.26 ,
S4232 , 174.1262 , 14.0029 , 34.25 ,
S4233 , 173.6713 , 13.5943 , 23.67 ,
S4234 , 173.6354 , 13.6196 , 36.6 ,
S4235 , 174.4211 , 14.298 , 28.37 ,
S4236 , 174.208 , 14.3889 , 28.69 ,
S4237 , 173.9492 , 13.9307 , 25.51 ,
S4238 , 174.429 , 14.7753 , 26.08 ,
S4239 , 174.4182 , 13.4771 , 64.07 ,
S4240 , 174.2352 , 13.9338 , 12.24 ,
S4241 , 174.5713 , 13.7941 , 50.91 ,
S4242 , 175.0191 , 14.1833 , 27.62 ,
S4243 , 175.4795 , 13.3469 , 30.82 ,
S4244 , 175.1118 , 13.9293 , 30.75 ,
S4245 , 175.6258 , 13.1973 , 26.7 ,
S4246 , 175.5927 , 14.2876 , 17.44 ,
S4247 , 177.7604 , 12.1094 , 52.44 ,
S4248 , 177.9319 , 12.3889 , 23.24 ,
